# it strain shortening ε_f δT D θ θc
1 0.000000e+00 0.000000e+00 1.597470e+00 0.000000e+00 4.995896e+03 4.595803e+01 4.574018e+01
2 1.770244e-03 1.768678e-01 1.658987e+00 1.975740e+00 4.873165e+03 4.605940e+01 4.584156e+01
3 3.539646e-03 3.533389e-01 1.720199e+00 3.904989e+00 4.725817e+03 4.616070e+01 4.594287e+01
4 5.308184e-03 5.294120e-01 1.784271e+00 5.786121e+00 4.577677e+03 4.626194e+01 4.604413e+01
5 7.075837e-03 7.050863e-01 1.851330e+00 7.621462e+00 4.431920e+03 4.636311e+01 4.614532e+01
6 8.842586e-03 8.803605e-01 1.921520e+00 9.413014e+00 4.289981e+03 4.646422e+01 4.624644e+01
7 1.060841e-02 1.055234e+00 1.995026e+00 1.116250e+01 4.152891e+03 4.656525e+01 4.634750e+01
8 1.237328e-02 1.229705e+00 2.072050e+00 1.287142e+01 4.021079e+03 4.666621e+01 4.644848e+01
9 1.413719e-02 1.403773e+00 2.152831e+00 1.454331e+01 3.894427e+03 4.676709e+01 4.654938e+01
10 1.590012e-02 1.577438e+00 2.237626e+00 1.617862e+01 3.772835e+03 4.686790e+01 4.665021e+01
11 1.766203e-02 1.750697e+00 2.326730e+00 1.777772e+01 3.656136e+03 4.696862e+01 4.675096e+01
12 1.942292e-02 1.923551e+00 2.420733e+00 1.934157e+01 3.542547e+03 4.706926e+01 4.685163e+01
13 2.118276e-02 2.095998e+00 2.519567e+00 2.093744e+01 3.434433e+03 4.716982e+01 4.695221e+01
14 2.294153e-02 2.268037e+00 2.622050e+00 2.258982e+01 3.335161e+03 4.727029e+01 4.705271e+01
15 2.469921e-02 2.439668e+00 2.727831e+00 2.423017e+01 3.242914e+03 4.737066e+01 4.715312e+01
16 2.645579e-02 2.610890e+00 2.838584e+00 2.586335e+01 3.154353e+03 4.747095e+01 4.725344e+01
17 2.821124e-02 2.781702e+00 2.955016e+00 2.748998e+01 3.068641e+03 4.757114e+01 4.735366e+01
18 2.996555e-02 2.952103e+00 3.106803e+00 2.911056e+01 2.930996e+03 4.448876e+01 4.610087e+01
19 3.171869e-02 3.122092e+00 3.237549e+00 3.072655e+01 2.852986e+03 4.458919e+01 4.620135e+01
20 3.347064e-02 3.291670e+00 3.374617e+00 3.233968e+01 2.778202e+03 4.468957e+01 4.676203e+01
21 3.522139e-02 3.460834e+00 3.515978e+00 3.399798e+01 2.705406e+03 4.478987e+01 4.686237e+01
22 3.697092e-02 3.629584e+00 3.661135e+00 3.565870e+01 2.637627e+03 4.489011e+01 4.742264e+01
23 3.871921e-02 3.797920e+00 3.810472e+00 3.731852e+01 2.573048e+03 4.499028e+01 4.752282e+01
24 4.046623e-02 3.965841e+00 3.966110e+00 3.897327e+01 2.547218e+03 4.826964e+01 4.805243e+01
25 4.221198e-02 4.133346e+00 4.141829e+00 4.062517e+01 2.481755e+03 4.836899e+01 4.815183e+01
26 4.395643e-02 4.300435e+00 4.328350e+00 4.227850e+01 2.415942e+03 4.846823e+01 4.825111e+01
27 4.569957e-02 4.467107e+00 4.523825e+00 4.394347e+01 2.353851e+03 4.856735e+01 4.878442e+01
28 4.744137e-02 4.633362e+00 4.728080e+00 4.565296e+01 2.290838e+03 4.866635e+01 4.888338e+01
29 4.918182e-02 4.799198e+00 4.772565e+00 4.733140e+01 2.258993e+03 4.902386e+01 4.882677e+01
30 5.092090e-02 4.964616e+00 4.990365e+00 4.904444e+01 2.198746e+03 4.912249e+01 4.892546e+01
