# it strain shortening ε_f δT D θ θc
1 0.000000e+00 0.000000e+00 1.446265e+00 5.684342e-14 6.190825e+03 4.500000e+01 4.486427e+01
2 1.770244e-03 1.768678e-01 1.495372e+00 1.884553e+00 6.017884e+03 4.510143e+01 4.496570e+01
3 3.539646e-03 3.533389e-01 1.543336e+00 3.542810e+00 5.779988e+03 4.520281e+01 4.506708e+01
4 5.308184e-03 5.294120e-01 1.593470e+00 5.084018e+00 5.549439e+03 4.530413e+01 4.516841e+01
5 7.075837e-03 7.050863e-01 1.645986e+00 6.715602e+00 5.329644e+03 4.540540e+01 4.554112e+01
6 8.842586e-03 8.803605e-01 1.701090e+00 8.317430e+00 5.120794e+03 4.550662e+01 4.564233e+01
7 1.060841e-02 1.055234e+00 1.759003e+00 9.890835e+00 4.922586e+03 4.560777e+01 4.574348e+01
8 1.237328e-02 1.229705e+00 1.819952e+00 1.143704e+01 4.734741e+03 4.570886e+01 4.584457e+01
9 1.413719e-02 1.403773e+00 1.884181e+00 1.300476e+01 4.556909e+03 4.580989e+01 4.594559e+01
10 1.590012e-02 1.577438e+00 1.951957e+00 1.455873e+01 4.388476e+03 4.591086e+01 4.604655e+01
11 1.766203e-02 1.750697e+00 2.023557e+00 1.610057e+01 4.228776e+03 4.601175e+01 4.614743e+01
12 1.942292e-02 1.923551e+00 2.099326e+00 1.763262e+01 4.076755e+03 4.611257e+01 4.624825e+01
13 2.118276e-02 2.095998e+00 2.179434e+00 1.915748e+01 3.933081e+03 4.621332e+01 4.634898e+01
14 2.294153e-02 2.268037e+00 2.263993e+00 2.068302e+01 3.798424e+03 4.631399e+01 4.644965e+01
15 2.469921e-02 2.439668e+00 2.353365e+00 2.223844e+01 3.675792e+03 4.641459e+01 4.682151e+01
16 2.645579e-02 2.610890e+00 2.448053e+00 2.379296e+01 3.554702e+03 4.651510e+01 4.692198e+01
17 2.821124e-02 2.781702e+00 2.548328e+00 2.534783e+01 3.439171e+03 4.661553e+01 4.702238e+01
18 2.996555e-02 2.952103e+00 2.654536e+00 2.690693e+01 3.328916e+03 4.671587e+01 4.712268e+01
19 3.171869e-02 3.122092e+00 2.767122e+00 2.847414e+01 3.223362e+03 4.681613e+01 4.722289e+01
20 3.347064e-02 3.291670e+00 2.886461e+00 3.004950e+01 3.121916e+03 4.691630e+01 4.732301e+01
21 3.522139e-02 3.460834e+00 3.012768e+00 3.163389e+01 3.025091e+03 4.701637e+01 4.742304e+01
22 3.697092e-02 3.629584e+00 3.146338e+00 3.324491e+01 2.933063e+03 4.711635e+01 4.779402e+01
23 3.871921e-02 3.797920e+00 3.287613e+00 3.488510e+01 2.844181e+03 4.721623e+01 4.789382e+01
24 4.046623e-02 3.965841e+00 3.437308e+00 3.653536e+01 2.758510e+03 4.731602e+01 4.799351e+01
25 4.221198e-02 4.133346e+00 3.596070e+00 3.819605e+01 2.675591e+03 4.741570e+01 4.809309e+01
26 4.395643e-02 4.300435e+00 3.764560e+00 3.986660e+01 2.594581e+03 4.751528e+01 4.846344e+01
27 4.569957e-02 4.467107e+00 3.943037e+00 4.154701e+01 2.516619e+03 4.761475e+01 4.856277e+01
28 4.744137e-02 4.633362e+00 4.131669e+00 4.328470e+01 2.441267e+03 4.771412e+01 4.866198e+01
29 4.918182e-02 4.799198e+00 4.330618e+00 4.505002e+01 2.367909e+03 4.781338e+01 4.903178e+01
30 5.092090e-02 4.964616e+00 4.541661e+00 4.682635e+01 2.297552e+03 4.791252e+01 4.913072e+01
31 5.265859e-02 5.129615e+00 4.765128e+00 4.861737e+01 2.229277e+03 4.801155e+01 4.922953e+01
32 5.439488e-02 5.294194e+00 5.001601e+00 5.041880e+01 2.161986e+03 4.811047e+01 4.959872e+01
33 5.612975e-02 5.458354e+00 5.251264e+00 5.223184e+01 2.098105e+03 4.820926e+01 4.969723e+01
34 5.786317e-02 5.622093e+00 5.513540e+00 5.411658e+01 2.036534e+03 4.830794e+01 4.979561e+01
35 5.959514e-02 5.785411e+00 5.790267e+00 5.601174e+01 1.976205e+03 4.840649e+01 5.016414e+01
36 6.132563e-02 5.948307e+00 6.081596e+00 5.791270e+01 1.919011e+03 4.850492e+01 5.026220e+01
37 6.305464e-02 6.110782e+00 6.386099e+00 5.981690e+01 1.864133e+03 4.860323e+01 5.036013e+01
38 6.478213e-02 6.272835e+00 6.703070e+00 6.172089e+01 1.811442e+03 4.870140e+01 5.045792e+01
39 6.650810e-02 6.434466e+00 7.032773e+00 6.365717e+01 1.760951e+03 4.879945e+01 5.055557e+01
40 6.823253e-02 6.595674e+00 7.374096e+00 6.561239e+01 1.712857e+03 4.889736e+01 5.065308e+01
41 6.995540e-02 6.756459e+00 7.726939e+00 6.755730e+01 1.666993e+03 4.899514e+01 5.075044e+01
42 7.167669e-02 6.916821e+00 8.089352e+00 6.948750e+01 1.623376e+03 4.909278e+01 5.084766e+01
43 7.339640e-02 7.076759e+00 8.459294e+00 7.139790e+01 1.582194e+03 4.919028e+01 5.094473e+01
44 7.511450e-02 7.236274e+00 8.835370e+00 7.331944e+01 1.543381e+03 4.928765e+01 5.104165e+01
45 7.683098e-02 7.395364e+00 9.214600e+00 7.525143e+01 1.506949e+03 4.938487e+01 5.113842e+01
46 7.854582e-02 7.554030e+00 9.593964e+00 7.715041e+01 1.472882e+03 4.948195e+01 5.123503e+01
47 8.025901e-02 7.712272e+00 9.975933e+00 7.901001e+01 1.440603e+03 4.957888e+01 5.160092e+01
48 8.197054e-02 7.870090e+00 1.035579e+01 8.082414e+01 1.411178e+03 4.967567e+01 5.169715e+01
49 8.368038e-02 8.027482e+00 1.072903e+01 8.261061e+01 1.383860e+03 4.977231e+01 5.179322e+01
50 8.538852e-02 8.184450e+00 1.109244e+01 8.437687e+01 1.358642e+03 4.986879e+01 5.188913e+01
51 8.709494e-02 8.340993e+00 1.144422e+01 8.611966e+01 1.335414e+03 4.996513e+01 5.198487e+01
52 8.879964e-02 8.497111e+00 1.178181e+01 8.780196e+01 1.314098e+03 5.006131e+01 5.208045e+01
53 9.050260e-02 8.652804e+00 1.211186e+01 8.941800e+01 1.294343e+03 5.015733e+01 5.244474e+01
54 9.220380e-02 8.808072e+00 1.243048e+01 9.098126e+01 1.276831e+03 5.025320e+01 5.253990e+01
55 9.390323e-02 8.962915e+00 1.272957e+01 9.250362e+01 1.261062e+03 5.034891e+01 5.263490e+01
56 9.560088e-02 9.117332e+00 1.300754e+01 9.395152e+01 1.246973e+03 5.044445e+01 5.272972e+01
57 9.729672e-02 9.271325e+00 1.326295e+01 9.532296e+01 1.234500e+03 5.053984e+01 5.282437e+01
58 9.899076e-02 9.424892e+00 1.349508e+01 9.661938e+01 1.223517e+03 5.063506e+01 5.291884e+01
59 1.006830e-01 9.578034e+00 1.370348e+01 9.791590e+01 1.213918e+03 5.073011e+01 5.301313e+01
60 1.023733e-01 9.730752e+00 1.388904e+01 9.916145e+01 1.205576e+03 5.082500e+01 5.310725e+01
61 1.040618e-01 9.883044e+00 1.405215e+01 1.003503e+02 1.198386e+03 5.091972e+01 5.320118e+01
62 1.057485e-01 1.003491e+01 1.420869e+01 1.014912e+02 1.192051e+03 5.101427e+01 5.356292e+01
63 1.074333e-01 1.018635e+01 1.435754e+01 1.025972e+02 1.186949e+03 5.110865e+01 5.365639e+01
64 1.091161e-01 1.033737e+01 1.448708e+01 1.036963e+02 1.182821e+03 5.120285e+01 5.374969e+01
65 1.107971e-01 1.048797e+01 1.459830e+01 1.047701e+02 1.179586e+03 5.129688e+01 5.384279e+01
66 1.124762e-01 1.063814e+01 1.469557e+01 1.058067e+02 1.176925e+03 5.139074e+01 5.420319e+01
67 1.141533e-01 1.078788e+01 1.479318e+01 1.068126e+02 1.175208e+03 5.148441e+01 5.429582e+01
68 1.158285e-01 1.093720e+01 1.487763e+01 1.077765e+02 1.173914e+03 5.157791e+01 5.465541e+01
69 1.175017e-01 1.108610e+01 1.496368e+01 1.087402e+02 1.173397e+03 5.167123e+01 5.474755e+01
70 1.191730e-01 1.123458e+01 1.503489e+01 1.096573e+02 1.173410e+03 5.176436e+01 5.483949e+01
71 1.208423e-01 1.138263e+01 1.511017e+01 1.105154e+02 1.173699e+03 5.185732e+01 5.519796e+01
72 1.225096e-01 1.153026e+01 1.517254e+01 1.113156e+02 1.174690e+03 5.195008e+01 5.528940e+01
73 1.241749e-01 1.167746e+01 1.523370e+01 1.120595e+02 1.175890e+03 5.204267e+01 5.564700e+01
74 1.258382e-01 1.182425e+01 1.528945e+01 1.127866e+02 1.177723e+03 5.213506e+01 5.573793e+01
75 1.274994e-01 1.197061e+01 1.533494e+01 1.134740e+02 1.179766e+03 5.222727e+01 5.609465e+01
76 1.291587e-01 1.211655e+01 1.538404e+01 1.141111e+02 1.182359e+03 5.231929e+01 5.618506e+01
77 1.308158e-01 1.226207e+01 1.542205e+01 1.146995e+02 1.185265e+03 5.241112e+01 5.627527e+01
78 1.324710e-01 1.240716e+01 1.545657e+01 1.152543e+02 1.188287e+03 5.250276e+01 5.663075e+01
79 1.341240e-01 1.255184e+01 1.548937e+01 1.157983e+02 1.191788e+03 5.259420e+01 5.672043e+01
80 1.357750e-01 1.269610e+01 1.551275e+01 1.163124e+02 1.195570e+03 5.268545e+01 5.680989e+01
81 1.374239e-01 1.283994e+01 1.552671e+01 1.167850e+02 1.199626e+03 5.277651e+01 5.689914e+01
82 1.390707e-01 1.298335e+01 1.553271e+01 1.172172e+02 1.203902e+03 5.286737e+01 5.698817e+01
83 1.407154e-01 1.312635e+01 1.553133e+01 1.176106e+02 1.208395e+03 5.295803e+01 5.707699e+01
84 1.423580e-01 1.326893e+01 1.552347e+01 1.180208e+02 1.213148e+03 5.304850e+01 5.716560e+01
85 1.439985e-01 1.341110e+01 1.550394e+01 1.184252e+02 1.218080e+03 5.313876e+01 5.725399e+01
86 1.456368e-01 1.355284e+01 1.547285e+01 1.188206e+02 1.223146e+03 5.322883e+01 5.734216e+01
87 1.472730e-01 1.369417e+01 1.543843e+01 1.191973e+02 1.228286e+03 5.331869e+01 5.743012e+01
88 1.489070e-01 1.383508e+01 1.540085e+01 1.195571e+02 1.233543e+03 5.340835e+01 5.751785e+01
89 1.505389e-01 1.397557e+01 1.536147e+01 1.199219e+02 1.238824e+03 5.349781e+01 5.760537e+01
90 1.521686e-01 1.411565e+01 1.532068e+01 1.202924e+02 1.244100e+03 5.358707e+01 5.769266e+01
91 1.537961e-01 1.425532e+01 1.527938e+01 1.206596e+02 1.249334e+03 5.367612e+01 5.777973e+01
92 1.554215e-01 1.439457e+01 1.523789e+01 1.210025e+02 1.254534e+03 5.376496e+01 5.786659e+01
93 1.570446e-01 1.453341e+01 1.519651e+01 1.213432e+02 1.259662e+03 5.385360e+01 5.795321e+01
94 1.586655e-01 1.467183e+01 1.515643e+01 1.216617e+02 1.264670e+03 5.394202e+01 5.803962e+01
95 1.602843e-01 1.480984e+01 1.511770e+01 1.220171e+02 1.269555e+03 5.403024e+01 5.812580e+01
96 1.619007e-01 1.494744e+01 1.508014e+01 1.223487e+02 1.274336e+03 5.411826e+01 5.821176e+01
97 1.635150e-01 1.508463e+01 1.504471e+01 1.226577e+02 1.278944e+03 5.420606e+01 5.829749e+01
98 1.651271e-01 1.522140e+01 1.501124e+01 1.229451e+02 1.283355e+03 5.429365e+01 5.838299e+01
99 1.667369e-01 1.535777e+01 1.497995e+01 1.232119e+02 1.287551e+03 5.438102e+01 5.846827e+01
100 1.683444e-01 1.549373e+01 1.495363e+01 1.234819e+02 1.291776e+03 5.446819e+01 5.829057e+01
101 1.699497e-01 1.562927e+01 1.493351e+01 1.237513e+02 1.295616e+03 5.455514e+01 5.837553e+01
102 1.715527e-01 1.576441e+01 1.491538e+01 1.240039e+02 1.299247e+03 5.464188e+01 5.846026e+01
103 1.731535e-01 1.589914e+01 1.489964e+01 1.242406e+02 1.302623e+03 5.472841e+01 5.854477e+01
104 1.747519e-01 1.603347e+01 1.488526e+01 1.244621e+02 1.305835e+03 5.481472e+01 5.862904e+01
105 1.763481e-01 1.616739e+01 1.487268e+01 1.246689e+02 1.308897e+03 5.490081e+01 5.871309e+01
106 1.779420e-01 1.630090e+01 1.486194e+01 1.248994e+02 1.311762e+03 5.498669e+01 5.879691e+01
107 1.795336e-01 1.643401e+01 1.485237e+01 1.251001e+02 1.314483e+03 5.507235e+01 5.888049e+01
108 1.811229e-01 1.656672e+01 1.484416e+01 1.252837e+02 1.317038e+03 5.515779e+01 5.896385e+01
109 1.827099e-01 1.669902e+01 1.483699e+01 1.254560e+02 1.319461e+03 5.524301e+01 5.904698e+01
110 1.842946e-01 1.683092e+01 1.482115e+01 1.256172e+02 1.321794e+03 5.532802e+01 5.912987e+01
111 1.858769e-01 1.696242e+01 1.480598e+01 1.257776e+02 1.323981e+03 5.541281e+01 5.921253e+01
112 1.874569e-01 1.709352e+01 1.479162e+01 1.259543e+02 1.326070e+03 5.549737e+01 5.929496e+01
