# it strain shortening ε_f δT D θ θc
1 0.000000e+00 0.000000e+00 1.236267e+00 5.684342e-14 6.499239e+03 4.500000e+01 4.512215e+01
2 1.770244e-03 1.768678e-01 1.270181e+00 1.348270e+00 6.263125e+03 4.510143e+01 4.522358e+01
3 3.539646e-03 3.533389e-01 1.303063e+00 2.672202e+00 6.066581e+03 4.520281e+01 4.532496e+01
4 5.308184e-03 5.294120e-01 1.337646e+00 3.970166e+00 5.894201e+03 4.530413e+01 4.542628e+01
5 7.075837e-03 7.050863e-01 1.374031e+00 5.243373e+00 5.739368e+03 4.540540e+01 4.552755e+01
6 8.842586e-03 8.803605e-01 1.412315e+00 6.492836e+00 5.597479e+03 4.550662e+01 4.562876e+01
7 1.060841e-02 1.055234e+00 1.452613e+00 7.719368e+00 5.465541e+03 4.560777e+01 4.572991e+01
8 1.237328e-02 1.229705e+00 1.495035e+00 8.923597e+00 5.341419e+03 4.570886e+01 4.583100e+01
9 1.413719e-02 1.403773e+00 1.539709e+00 1.010598e+01 5.223461e+03 4.580989e+01 4.593202e+01
10 1.590012e-02 1.577438e+00 1.586762e+00 1.126680e+01 5.110445e+03 4.591086e+01 4.603298e+01
11 1.766203e-02 1.750697e+00 1.636337e+00 1.240620e+01 5.001552e+03 4.601175e+01 4.613386e+01
12 1.942292e-02 1.923551e+00 1.688561e+00 1.353327e+01 4.895766e+03 4.611257e+01 4.623468e+01
13 2.118276e-02 2.095998e+00 1.743591e+00 1.476554e+01 4.792920e+03 4.621332e+01 4.633542e+01
14 2.294153e-02 2.268037e+00 1.801653e+00 1.599913e+01 4.693422e+03 4.631399e+01 4.643608e+01
15 2.469921e-02 2.439668e+00 1.862937e+00 1.723261e+01 4.596603e+03 4.641459e+01 4.653666e+01
16 2.645579e-02 2.610890e+00 1.927603e+00 1.846827e+01 4.501690e+03 4.651510e+01 4.663717e+01
17 2.821124e-02 2.781702e+00 1.995783e+00 1.970884e+01 4.408390e+03 4.661553e+01 4.673758e+01
18 2.996555e-02 2.952103e+00 2.067672e+00 2.095509e+01 4.316461e+03 4.671587e+01 4.683792e+01
19 3.171869e-02 3.122092e+00 2.143472e+00 2.220792e+01 4.225649e+03 4.681613e+01 4.693816e+01
20 3.347064e-02 3.291670e+00 2.223363e+00 2.346822e+01 4.135807e+03 4.691630e+01 4.703831e+01
21 3.522139e-02 3.460834e+00 2.307632e+00 2.477304e+01 4.047079e+03 4.701637e+01 4.713837e+01
22 3.697092e-02 3.629584e+00 2.396509e+00 2.610159e+01 3.959557e+03 4.711635e+01 4.723834e+01
23 3.871921e-02 3.797920e+00 2.490310e+00 2.744088e+01 3.873250e+03 4.721623e+01 4.733820e+01
24 4.046623e-02 3.965841e+00 2.589206e+00 2.878957e+01 3.787649e+03 4.731602e+01 4.743797e+01
25 4.221198e-02 4.133346e+00 2.693476e+00 3.015019e+01 3.702684e+03 4.741570e+01 4.753764e+01
26 4.395643e-02 4.300435e+00 2.803317e+00 3.152472e+01 3.618320e+03 4.751528e+01 4.763720e+01
27 4.569957e-02 4.467107e+00 2.919061e+00 3.291577e+01 3.534749e+03 4.761475e+01 4.773665e+01
28 4.744137e-02 4.633362e+00 3.040934e+00 3.437304e+01 3.451966e+03 4.771412e+01 4.783600e+01
29 4.918182e-02 4.799198e+00 3.169390e+00 3.584644e+01 3.370256e+03 4.781338e+01 4.793524e+01
