# it strain shortening ε_f δT D θ θc
1 0.000000e+00 0.000000e+00 1.236267e+00 5.684342e-14 6.499239e+03 4.500000e+01 4.512215e+01
2 1.770244e-03 1.768678e-01 1.270617e+00 1.510990e+00 6.264095e+03 4.510143e+01 4.522358e+01
3 3.539646e-03 3.533389e-01 1.303878e+00 2.802689e+00 6.066538e+03 4.520281e+01 4.532496e+01
4 5.308184e-03 5.294120e-01 1.338849e+00 3.984934e+00 5.892679e+03 4.530413e+01 4.542628e+01
5 7.075837e-03 7.050863e-01 1.375649e+00 5.264845e+00 5.736154e+03 4.540540e+01 4.552755e+01
6 8.842586e-03 8.803605e-01 1.414394e+00 6.521953e+00 5.592467e+03 4.550662e+01 4.562876e+01
7 1.060841e-02 1.055234e+00 1.455207e+00 7.757238e+00 5.458649e+03 4.560777e+01 4.572991e+01
8 1.237328e-02 1.229705e+00 1.498215e+00 8.971561e+00 5.332570e+03 4.570886e+01 4.583100e+01
9 1.413719e-02 1.403773e+00 1.543550e+00 1.021326e+01 5.212598e+03 4.580989e+01 4.593202e+01
10 1.590012e-02 1.577438e+00 1.591361e+00 1.144670e+01 5.097489e+03 4.591086e+01 4.603298e+01
11 1.766203e-02 1.750697e+00 1.641797e+00 1.267312e+01 4.986438e+03 4.601175e+01 4.613386e+01
12 1.942292e-02 1.923551e+00 1.695011e+00 1.389451e+01 4.878433e+03 4.611257e+01 4.623468e+01
13 2.118276e-02 2.095998e+00 1.751170e+00 1.511272e+01 4.773326e+03 4.621332e+01 4.633542e+01
14 2.294153e-02 2.268037e+00 1.810528e+00 1.633555e+01 4.671527e+03 4.631399e+01 4.643608e+01
15 2.469921e-02 2.439668e+00 1.873294e+00 1.759233e+01 4.572314e+03 4.641459e+01 4.653666e+01
16 2.645579e-02 2.610890e+00 1.939642e+00 1.885232e+01 4.474941e+03 4.651510e+01 4.663717e+01
17 2.821124e-02 2.781702e+00 2.009737e+00 2.011662e+01 4.379116e+03 4.661553e+01 4.673758e+01
18 2.996555e-02 2.952103e+00 2.083804e+00 2.138901e+01 4.284610e+03 4.671587e+01 4.683792e+01
19 3.171869e-02 3.122092e+00 2.162080e+00 2.267305e+01 4.191191e+03 4.681613e+01 4.693816e+01
20 3.347064e-02 3.291670e+00 2.244776e+00 2.396825e+01 4.098720e+03 4.691630e+01 4.703831e+01
21 3.522139e-02 3.460834e+00 2.332220e+00 2.527589e+01 4.007375e+03 4.701637e+01 4.713837e+01
22 3.697092e-02 3.629584e+00 2.424683e+00 2.661377e+01 3.917231e+03 4.711635e+01 4.723834e+01
23 3.871921e-02 3.797920e+00 2.522522e+00 2.798498e+01 3.828220e+03 4.721623e+01 4.733820e+01
24 4.046623e-02 3.965841e+00 2.625972e+00 2.937001e+01 3.739879e+03 4.731602e+01 4.743797e+01
25 4.221198e-02 4.133346e+00 2.735353e+00 3.076914e+01 3.652098e+03 4.741570e+01 4.753764e+01
26 4.395643e-02 4.300435e+00 2.850923e+00 3.218259e+01 3.564826e+03 4.751528e+01 4.763720e+01
27 4.569957e-02 4.467107e+00 2.973031e+00 3.361043e+01 3.478204e+03 4.761475e+01 4.773665e+01
28 4.744137e-02 4.633362e+00 3.102013e+00 3.509763e+01 3.392257e+03 4.771412e+01 4.783600e+01
29 4.918182e-02 4.799198e+00 3.238323e+00 3.661707e+01 3.307177e+03 4.781338e+01 4.793524e+01
30 5.092090e-02 4.964616e+00 3.382097e+00 3.815335e+01 3.222637e+03 4.791252e+01 4.803436e+01
31 5.265859e-02 5.129615e+00 3.533863e+00 3.970582e+01 3.138802e+03 4.801155e+01 4.813337e+01
32 5.439488e-02 5.294194e+00 3.693775e+00 4.127383e+01 3.055673e+03 4.811047e+01 4.823226e+01
33 5.612975e-02 5.458354e+00 3.862223e+00 4.285635e+01 2.973532e+03 4.820926e+01 4.833103e+01
34 5.786317e-02 5.622093e+00 4.039275e+00 4.451263e+01 2.892343e+03 4.830794e+01 4.842969e+01
35 5.959514e-02 5.785411e+00 4.225005e+00 4.618576e+01 2.812228e+03 4.840649e+01 4.852822e+01
36 6.132563e-02 5.948307e+00 4.421148e+00 4.787316e+01 2.731624e+03 4.850492e+01 4.887001e+01
37 6.305464e-02 6.110782e+00 4.626834e+00 4.957720e+01 2.654136e+03 4.860323e+01 4.896823e+01
38 6.478213e-02 6.272835e+00 4.841637e+00 5.129171e+01 2.578100e+03 4.870140e+01 4.906633e+01
39 6.650810e-02 6.434466e+00 5.066535e+00 5.305073e+01 2.502225e+03 4.879945e+01 4.940750e+01
40 6.823253e-02 6.595674e+00 5.302394e+00 5.484834e+01 2.429647e+03 4.889736e+01 4.950527e+01
41 6.995540e-02 6.756459e+00 5.547624e+00 5.665535e+01 2.358952e+03 4.899514e+01 4.960291e+01
42 7.167669e-02 6.916821e+00 5.803628e+00 5.846559e+01 2.289054e+03 4.909278e+01 4.994342e+01
43 7.339640e-02 7.076759e+00 6.070636e+00 6.028602e+01 2.222591e+03 4.919028e+01 5.004072e+01
44 7.511450e-02 7.236274e+00 6.346214e+00 6.213311e+01 2.158373e+03 4.928765e+01 5.013787e+01
45 7.683098e-02 7.395364e+00 6.634443e+00 6.401332e+01 2.095532e+03 4.938487e+01 5.047767e+01
46 7.854582e-02 7.554030e+00 6.931541e+00 6.590043e+01 2.036279e+03 4.948195e+01 5.057446e+01
47 8.025901e-02 7.712272e+00 7.238177e+00 6.777750e+01 1.978683e+03 4.957888e+01 5.091374e+01
48 8.197054e-02 7.870090e+00 7.556649e+00 6.965656e+01 1.924599e+03 4.967567e+01 5.101016e+01
49 8.368038e-02 8.027482e+00 7.880913e+00 7.154720e+01 1.873160e+03 4.977231e+01 5.110642e+01
50 8.538852e-02 8.184450e+00 8.209402e+00 7.345280e+01 1.824449e+03 4.986879e+01 5.120253e+01
