# it strain shortening ε_f δT D θ θc
1 0.000000e+00 0.000000e+00 1.224243e+00 5.684342e-14 6.349920e+03 4.500000e+01 4.512215e+01
2 1.770244e-03 1.768678e-01 1.256737e+00 1.307588e+00 6.114983e+03 4.510143e+01 4.522358e+01
3 3.539646e-03 3.533389e-01 1.288193e+00 2.590787e+00 5.924574e+03 4.520281e+01 4.532496e+01
4 5.308184e-03 5.294120e-01 1.321265e+00 3.847968e+00 5.758473e+03 4.530413e+01 4.542628e+01
5 7.075837e-03 7.050863e-01 1.356058e+00 5.080144e+00 5.610145e+03 4.540540e+01 4.552755e+01
6 8.842586e-03 8.803605e-01 1.392673e+00 6.288158e+00 5.475033e+03 4.550662e+01 4.562876e+01
7 1.060841e-02 1.055234e+00 1.431223e+00 7.473073e+00 5.350133e+03 4.560777e+01 4.572991e+01
8 1.237328e-02 1.229705e+00 1.471819e+00 8.635517e+00 5.233283e+03 4.570886e+01 4.583100e+01
9 1.413719e-02 1.403773e+00 1.514585e+00 9.775910e+00 5.122817e+03 4.580989e+01 4.593202e+01
10 1.590012e-02 1.577438e+00 1.559645e+00 1.089460e+01 5.017470e+03 4.591086e+01 4.603298e+01
11 1.766203e-02 1.750697e+00 1.607137e+00 1.204192e+01 4.916378e+03 4.601175e+01 4.613386e+01
12 1.942292e-02 1.923551e+00 1.657197e+00 1.321094e+01 4.818642e+03 4.611257e+01 4.623468e+01
13 2.118276e-02 2.095998e+00 1.709862e+00 1.437802e+01 4.723050e+03 4.621332e+01 4.633542e+01
14 2.294153e-02 2.268037e+00 1.765241e+00 1.554424e+01 4.629538e+03 4.631399e+01 4.643608e+01
15 2.469921e-02 2.439668e+00 1.823559e+00 1.671124e+01 4.538077e+03 4.641459e+01 4.653666e+01
16 2.645579e-02 2.610890e+00 1.885083e+00 1.788066e+01 4.448633e+03 4.651510e+01 4.663717e+01
17 2.821124e-02 2.781702e+00 1.949949e+00 1.906720e+01 4.360822e+03 4.661553e+01 4.673758e+01
18 2.996555e-02 2.952103e+00 2.018352e+00 2.028013e+01 4.274402e+03 4.671587e+01 4.683792e+01
19 3.171869e-02 3.122092e+00 2.090497e+00 2.149838e+01 4.189164e+03 4.681613e+01 4.693816e+01
20 3.347064e-02 3.291670e+00 2.166531e+00 2.272271e+01 4.104728e+03 4.691630e+01 4.703831e+01
21 3.522139e-02 3.460834e+00 2.246638e+00 2.395642e+01 4.021021e+03 4.701637e+01 4.713837e+01
22 3.697092e-02 3.629584e+00 2.330949e+00 2.520795e+01 3.937804e+03 4.711635e+01 4.723834e+01
23 3.871921e-02 3.797920e+00 2.419845e+00 2.647183e+01 3.855585e+03 4.721623e+01 4.733820e+01
24 4.046623e-02 3.965841e+00 2.513512e+00 2.776640e+01 3.774141e+03 4.731602e+01 4.743797e+01
25 4.221198e-02 4.133346e+00 2.612310e+00 2.908907e+01 3.693455e+03 4.741570e+01 4.753764e+01
26 4.395643e-02 4.300435e+00 2.716391e+00 3.042339e+01 3.613319e+03 4.751528e+01 4.763720e+01
27 4.569957e-02 4.467107e+00 2.825899e+00 3.176951e+01 3.533659e+03 4.761475e+01 4.773665e+01
28 4.744137e-02 4.633362e+00 2.941063e+00 3.312735e+01 3.454420e+03 4.771412e+01 4.783600e+01
29 4.918182e-02 4.799198e+00 3.062290e+00 3.450654e+01 3.375982e+03 4.781338e+01 4.793524e+01
30 5.092090e-02 4.964616e+00 3.189757e+00 3.594583e+01 3.298266e+03 4.791252e+01 4.803436e+01
31 5.265859e-02 5.129615e+00 3.323695e+00 3.739830e+01 3.221249e+03 4.801155e+01 4.813337e+01
32 5.439488e-02 5.294194e+00 3.464233e+00 3.886337e+01 3.144896e+03 4.811047e+01 4.823226e+01
33 5.612975e-02 5.458354e+00 3.611691e+00 4.034028e+01 3.069314e+03 4.820926e+01 4.833103e+01
34 5.786317e-02 5.622093e+00 3.766086e+00 4.182796e+01 2.994539e+03 4.830794e+01 4.842969e+01
35 5.959514e-02 5.785411e+00 3.927561e+00 4.336486e+01 2.920747e+03 4.840649e+01 4.852822e+01
36 6.132563e-02 5.948307e+00 4.096184e+00 4.493106e+01 2.847962e+03 4.850492e+01 4.862662e+01
37 6.305464e-02 6.110782e+00 4.272104e+00 4.650621e+01 2.776313e+03 4.860323e+01 4.872490e+01
38 6.478213e-02 6.272835e+00 4.455137e+00 4.808859e+01 2.705835e+03 4.870140e+01 4.882304e+01
39 6.650810e-02 6.434466e+00 4.645100e+00 4.967596e+01 2.636712e+03 4.879945e+01 4.892106e+01
40 6.823253e-02 6.595674e+00 4.843922e+00 5.129611e+01 2.567638e+03 4.889736e+01 4.926212e+01
41 6.995540e-02 6.756459e+00 5.049724e+00 5.295455e+01 2.501593e+03 4.899514e+01 4.935981e+01
42 7.167669e-02 6.916821e+00 5.262212e+00 5.461408e+01 2.437154e+03 4.909278e+01 4.945736e+01
43 7.339640e-02 7.076759e+00 5.483126e+00 5.627170e+01 2.373275e+03 4.919028e+01 4.979776e+01
44 7.511450e-02 7.236274e+00 5.711176e+00 5.793475e+01 2.312500e+03 4.928765e+01 4.989497e+01
45 7.683098e-02 7.395364e+00 5.944936e+00 5.961941e+01 2.253644e+03 4.938487e+01 4.999203e+01
46 7.854582e-02 7.554030e+00 6.187802e+00 6.132780e+01 2.195861e+03 4.948195e+01 5.033172e+01
47 8.025901e-02 7.712272e+00 6.436447e+00 6.303748e+01 2.141224e+03 4.957888e+01 5.042843e+01
48 8.197054e-02 7.870090e+00 6.690599e+00 6.473416e+01 2.087804e+03 4.967567e+01 5.076759e+01
49 8.368038e-02 8.027482e+00 6.953726e+00 6.642373e+01 2.037577e+03 4.977231e+01 5.086392e+01
50 8.538852e-02 8.184450e+00 7.220393e+00 6.813487e+01 1.989619e+03 4.986879e+01 5.096009e+01
51 8.709494e-02 8.340993e+00 7.495374e+00 6.985220e+01 1.943127e+03 4.996513e+01 5.129847e+01
52 8.879964e-02 8.497111e+00 7.775074e+00 7.156417e+01 1.899649e+03 5.006131e+01 5.139426e+01
53 9.050260e-02 8.652804e+00 8.056327e+00 7.325038e+01 1.858382e+03 5.015733e+01 5.148988e+01
54 9.220380e-02 8.808072e+00 8.337564e+00 7.490687e+01 1.819293e+03 5.025320e+01 5.158534e+01
55 9.390323e-02 8.962915e+00 8.617351e+00 7.657143e+01 1.782381e+03 5.034891e+01 5.168063e+01
56 9.560088e-02 9.117332e+00 8.894333e+00 7.821368e+01 1.747624e+03 5.044445e+01 5.177575e+01
57 9.729672e-02 9.271325e+00 9.166927e+00 7.981634e+01 1.714937e+03 5.053984e+01 5.187071e+01
58 9.899076e-02 9.424892e+00 9.433567e+00 8.137582e+01 1.684284e+03 5.063506e+01 5.196549e+01
