# it strain shortening ε_f δT D θ θc
1 0.000000e+00 0.000000e+00 1.597470e+00 0.000000e+00 4.995896e+03 4.595803e+01 4.574018e+01
2 1.770244e-03 1.768678e-01 1.658374e+00 2.062688e+00 4.889778e+03 4.605940e+01 4.584156e+01
3 3.539646e-03 3.533389e-01 1.719438e+00 3.946748e+00 4.748583e+03 4.616070e+01 4.594287e+01
4 5.308184e-03 5.294120e-01 1.783743e+00 5.849600e+00 4.601122e+03 4.626194e+01 4.604413e+01
5 7.075837e-03 7.050863e-01 1.851344e+00 7.707822e+00 4.453118e+03 4.636311e+01 4.614532e+01
6 8.842586e-03 8.803605e-01 1.922346e+00 9.523473e+00 4.307366e+03 4.646422e+01 4.624644e+01
7 1.060841e-02 1.055234e+00 1.996910e+00 1.129828e+01 4.165672e+03 4.656525e+01 4.634750e+01
8 1.237328e-02 1.229705e+00 2.075229e+00 1.303378e+01 4.028914e+03 4.666621e+01 4.644848e+01
9 1.413719e-02 1.403773e+00 2.157550e+00 1.473134e+01 3.897220e+03 4.676709e+01 4.654938e+01
10 1.590012e-02 1.577438e+00 2.244153e+00 1.639223e+01 3.770618e+03 4.686790e+01 4.665021e+01
11 1.766203e-02 1.750697e+00 2.335363e+00 1.806993e+01 3.649017e+03 4.696862e+01 4.675096e+01
12 1.942292e-02 1.923551e+00 2.431821e+00 1.974123e+01 3.530817e+03 4.706926e+01 4.685163e+01
13 2.118276e-02 2.095998e+00 2.533468e+00 2.140253e+01 3.418494e+03 4.716982e+01 4.695221e+01
14 2.294153e-02 2.268037e+00 2.639060e+00 2.308021e+01 3.315451e+03 4.727029e+01 4.705271e+01
15 2.469921e-02 2.439668e+00 2.748391e+00 2.474863e+01 3.219598e+03 4.737066e+01 4.715312e+01
16 2.645579e-02 2.610890e+00 2.863227e+00 2.640785e+01 3.127663e+03 4.747095e+01 4.725344e+01
17 2.821124e-02 2.781702e+00 2.984292e+00 2.805974e+01 3.038832e+03 4.757114e+01 4.735366e+01
18 2.996555e-02 2.952103e+00 3.139752e+00 2.970650e+01 2.899643e+03 4.448876e+01 4.610087e+01
19 3.171869e-02 3.122092e+00 3.274952e+00 3.135019e+01 2.820744e+03 4.458919e+01 4.666161e+01
20 3.347064e-02 3.291670e+00 3.416968e+00 3.299311e+01 2.741164e+03 4.468957e+01 4.676203e+01
21 3.522139e-02 3.460834e+00 3.563404e+00 3.463758e+01 2.666797e+03 4.478987e+01 4.732238e+01
22 3.697092e-02 3.629584e+00 3.714038e+00 3.630076e+01 2.595307e+03 4.489011e+01 4.742264e+01
23 3.871921e-02 3.797920e+00 3.869527e+00 3.797947e+01 2.528110e+03 4.499028e+01 4.798251e+01
24 4.046623e-02 3.965841e+00 4.041517e+00 3.965632e+01 2.497986e+03 4.826964e+01 4.805243e+01
25 4.221198e-02 4.133346e+00 4.226881e+00 4.133118e+01 2.429821e+03 4.836899e+01 4.815183e+01
26 4.395643e-02 4.300435e+00 4.424326e+00 4.300508e+01 2.363921e+03 4.846823e+01 4.868535e+01
27 4.569957e-02 4.467107e+00 4.631924e+00 4.470197e+01 2.297181e+03 4.856735e+01 4.878442e+01
28 4.744137e-02 4.633362e+00 4.849843e+00 4.643340e+01 2.232136e+03 4.866635e+01 4.888338e+01
29 4.918182e-02 4.799198e+00 4.907389e+00 4.815602e+01 2.198445e+03 4.902386e+01 4.882677e+01
30 5.092090e-02 4.964616e+00 5.141639e+00 4.989787e+01 2.136340e+03 4.912249e+01 4.892546e+01
