# it strain shortening ε_f δT D θ θc
1 0.000000e+00 0.000000e+00 1.510743e+00 3.467919e-02 3.944669e+03 4.500000e+01 4.521430e+01
2 1.770244e-03 1.768678e-01 1.513852e+00 7.002148e-02 3.978497e+03 4.510143e+01 4.531573e+01
3 3.539646e-03 3.533389e-01 1.513502e+00 1.057205e-01 3.987152e+03 4.520281e+01 4.541711e+01
4 5.308184e-03 5.294120e-01 1.513134e+00 1.417599e-01 3.996153e+03 4.530413e+01 4.551843e+01
5 7.075837e-03 7.050863e-01 1.512753e+00 1.781238e-01 4.005623e+03 4.540540e+01 4.561969e+01
6 8.842586e-03 8.803605e-01 1.512361e+00 2.147966e-01 4.015123e+03 4.550662e+01 4.572090e+01
7 1.060841e-02 1.055234e+00 1.511961e+00 2.517613e-01 4.010193e+03 4.560777e+01 4.539349e+01
8 1.237328e-02 1.229705e+00 1.511563e+00 2.889961e-01 4.018816e+03 4.570886e+01 4.549459e+01
9 1.413719e-02 1.403773e+00 1.511153e+00 3.264918e-01 4.027900e+03 4.580989e+01 4.559563e+01
10 1.590012e-02 1.577438e+00 1.510731e+00 3.642336e-01 4.037055e+03 4.591086e+01 4.569661e+01
11 1.766203e-02 1.750697e+00 1.510296e+00 4.022108e-01 4.046475e+03 4.601175e+01 4.579751e+01
12 1.942292e-02 1.923551e+00 1.509847e+00 4.404146e-01 4.056433e+03 4.611257e+01 4.589835e+01
13 2.118276e-02 2.095998e+00 1.509385e+00 4.788240e-01 4.066885e+03 4.621332e+01 4.599911e+01
14 2.294153e-02 2.268037e+00 1.508909e+00 5.174254e-01 4.077249e+03 4.631399e+01 4.609980e+01
15 2.469921e-02 2.439668e+00 1.508419e+00 5.561888e-01 4.087805e+03 4.641459e+01 4.620041e+01
16 2.645579e-02 2.610890e+00 1.507915e+00 5.951156e-01 4.098952e+03 4.651510e+01 4.630094e+01
17 2.821124e-02 2.781702e+00 1.507395e+00 6.341934e-01 4.110589e+03 4.661553e+01 4.640140e+01
18 2.996555e-02 2.952103e+00 1.506861e+00 6.734100e-01 4.122475e+03 4.671587e+01 4.650176e+01
19 3.171869e-02 3.122092e+00 1.506311e+00 7.127540e-01 4.134869e+03 4.681613e+01 4.660204e+01
20 3.347064e-02 3.291670e+00 1.505747e+00 7.522088e-01 4.147082e+03 4.691630e+01 4.670223e+01
21 3.522139e-02 3.460834e+00 1.505180e+00 7.917374e-01 4.158143e+03 4.701637e+01 4.680233e+01
22 3.697092e-02 3.629584e+00 1.504606e+00 8.313164e-01 4.168032e+03 4.711635e+01 4.690234e+01
23 3.871921e-02 3.797920e+00 1.504031e+00 8.708918e-01 4.176641e+03 4.721623e+01 4.700225e+01
24 4.046623e-02 3.965841e+00 1.503326e+00 9.104913e-01 4.191668e+03 4.731602e+01 4.710206e+01
25 4.221198e-02 4.133346e+00 1.502535e+00 9.501746e-01 4.209547e+03 4.741570e+01 4.720178e+01
26 4.395643e-02 4.300435e+00 1.501677e+00 9.899097e-01 4.228795e+03 4.751528e+01 4.730139e+01
27 4.569957e-02 4.467107e+00 1.500781e+00 1.029631e+00 4.248940e+03 4.761475e+01 4.740090e+01
28 4.744137e-02 4.633362e+00 1.499861e+00 1.069303e+00 4.269604e+03 4.771412e+01 4.750030e+01
29 4.918182e-02 4.799198e+00 1.498929e+00 1.108898e+00 4.290491e+03 4.781338e+01 4.759959e+01
30 5.092090e-02 4.964616e+00 1.497974e+00 1.148396e+00 4.312309e+03 4.791252e+01 4.769877e+01
31 5.265859e-02 5.129615e+00 1.497014e+00 1.187788e+00 4.334776e+03 4.801155e+01 4.779784e+01
32 5.439488e-02 5.294194e+00 1.496045e+00 1.227069e+00 4.357921e+03 4.811047e+01 4.789680e+01
33 5.612975e-02 5.458354e+00 1.495081e+00 1.266217e+00 4.380933e+03 4.820926e+01 4.799563e+01
34 5.786317e-02 5.622093e+00 1.494111e+00 1.305219e+00 4.404332e+03 4.830794e+01 4.809435e+01
35 5.959514e-02 5.785411e+00 1.493134e+00 1.344056e+00 4.428007e+03 4.840649e+01 4.819295e+01
36 6.132563e-02 5.948307e+00 1.492145e+00 1.382715e+00 4.452092e+03 4.850492e+01 4.829142e+01
37 6.305464e-02 6.110782e+00 1.491137e+00 1.421177e+00 4.476085e+03 4.860323e+01 4.838977e+01
38 6.478213e-02 6.272835e+00 1.490103e+00 1.459430e+00 4.500444e+03 4.870140e+01 4.848799e+01
39 6.650810e-02 6.434466e+00 1.489058e+00 1.497456e+00 4.524852e+03 4.879945e+01 4.858609e+01
40 6.823253e-02 6.595674e+00 1.488024e+00 1.535207e+00 4.548011e+03 4.889736e+01 4.868405e+01
41 6.995540e-02 6.756459e+00 1.487001e+00 1.572636e+00 4.569532e+03 4.899514e+01 4.878188e+01
42 7.167669e-02 6.916821e+00 1.485966e+00 1.609731e+00 4.590633e+03 4.909278e+01 4.887957e+01
43 7.339640e-02 7.076759e+00 1.484927e+00 1.646480e+00 4.611673e+03 4.919028e+01 4.897713e+01
