# it strain shortening ε_f δT D θ θc
1 0.000000e+00 0.000000e+00 1.224243e+00 5.684342e-14 6.349920e+03 4.500000e+01 4.512215e+01
2 1.770244e-03 1.768678e-01 1.257107e+00 1.430302e+00 6.115645e+03 4.510143e+01 4.522358e+01
3 3.539646e-03 3.533389e-01 1.288878e+00 2.656006e+00 5.924221e+03 4.520281e+01 4.532496e+01
4 5.308184e-03 5.294120e-01 1.322278e+00 3.868905e+00 5.756768e+03 4.530413e+01 4.542628e+01
5 7.075837e-03 7.050863e-01 1.357425e+00 5.122935e+00 5.607023e+03 4.540540e+01 4.552755e+01
6 8.842586e-03 8.803605e-01 1.394440e+00 6.356869e+00 5.470455e+03 4.550662e+01 4.562876e+01
7 1.060841e-02 1.055234e+00 1.433439e+00 7.571094e+00 5.344094e+03 4.560777e+01 4.572991e+01
8 1.237328e-02 1.229705e+00 1.474548e+00 8.766954e+00 5.225745e+03 4.570886e+01 4.583100e+01
9 1.413719e-02 1.403773e+00 1.517897e+00 9.946969e+00 5.113757e+03 4.580989e+01 4.593202e+01
10 1.590012e-02 1.577438e+00 1.563627e+00 1.113098e+01 5.006837e+03 4.591086e+01 4.603298e+01
11 1.766203e-02 1.750697e+00 1.611882e+00 1.232909e+01 4.904129e+03 4.601175e+01 4.613386e+01
12 1.942292e-02 1.923551e+00 1.662817e+00 1.352283e+01 4.804714e+03 4.611257e+01 4.623468e+01
13 2.118276e-02 2.095998e+00 1.716473e+00 1.471395e+01 4.707372e+03 4.621332e+01 4.633542e+01
14 2.294153e-02 2.268037e+00 1.772987e+00 1.590389e+01 4.612047e+03 4.631399e+01 4.643608e+01
15 2.469921e-02 2.439668e+00 1.832606e+00 1.709451e+01 4.518710e+03 4.641459e+01 4.653666e+01
16 2.645579e-02 2.610890e+00 1.895611e+00 1.828782e+01 4.427307e+03 4.651510e+01 4.663717e+01
17 2.821124e-02 2.781702e+00 1.962168e+00 1.948582e+01 4.337457e+03 4.661553e+01 4.673758e+01
18 2.996555e-02 2.952103e+00 2.032498e+00 2.070780e+01 4.248915e+03 4.671587e+01 4.683792e+01
19 3.171869e-02 3.122092e+00 2.106834e+00 2.195678e+01 4.161470e+03 4.681613e+01 4.693816e+01
20 3.347064e-02 3.291670e+00 2.185354e+00 2.321300e+01 4.074723e+03 4.691630e+01 4.703831e+01
21 3.522139e-02 3.460834e+00 2.268277e+00 2.447734e+01 3.988609e+03 4.701637e+01 4.713837e+01
22 3.697092e-02 3.629584e+00 2.355787e+00 2.575050e+01 3.902924e+03 4.711635e+01 4.723834e+01
23 3.871921e-02 3.797920e+00 2.448304e+00 2.703408e+01 3.818125e+03 4.721623e+01 4.733820e+01
24 4.046623e-02 3.965841e+00 2.546073e+00 2.835804e+01 3.733996e+03 4.731602e+01 4.743797e+01
25 4.221198e-02 4.133346e+00 2.649507e+00 2.972488e+01 3.650508e+03 4.741570e+01 4.753764e+01
26 4.395643e-02 4.300435e+00 2.758810e+00 3.110588e+01 3.567461e+03 4.751528e+01 4.763720e+01
27 4.569957e-02 4.467107e+00 2.874179e+00 3.250131e+01 3.484768e+03 4.761475e+01 4.773665e+01
28 4.744137e-02 4.633362e+00 2.995939e+00 3.391125e+01 3.402398e+03 4.771412e+01 4.783600e+01
29 4.918182e-02 4.799198e+00 3.124581e+00 3.533523e+01 3.320739e+03 4.781338e+01 4.793524e+01
30 5.092090e-02 4.964616e+00 3.260320e+00 3.680091e+01 3.239670e+03 4.791252e+01 4.803436e+01
31 5.265859e-02 5.129615e+00 3.403519e+00 3.831796e+01 3.159194e+03 4.801155e+01 4.813337e+01
32 5.439488e-02 5.294194e+00 3.554354e+00 3.985127e+01 3.079298e+03 4.811047e+01 4.823226e+01
33 5.612975e-02 5.458354e+00 3.713266e+00 4.140016e+01 3.000093e+03 4.820926e+01 4.833103e+01
34 5.786317e-02 5.622093e+00 3.880301e+00 4.296361e+01 2.921637e+03 4.830794e+01 4.842969e+01
35 5.959514e-02 5.785411e+00 4.055725e+00 4.454041e+01 2.844114e+03 4.840649e+01 4.852822e+01
36 6.132563e-02 5.948307e+00 4.239707e+00 4.618386e+01 2.767581e+03 4.850492e+01 4.862662e+01
37 6.305464e-02 6.110782e+00 4.432385e+00 4.784906e+01 2.692174e+03 4.860323e+01 4.872490e+01
38 6.478213e-02 6.272835e+00 4.633615e+00 4.952545e+01 2.617971e+03 4.870140e+01 4.882304e+01
39 6.650810e-02 6.434466e+00 4.844236e+00 5.121071e+01 2.543779e+03 4.879945e+01 4.916429e+01
40 6.823253e-02 6.595674e+00 5.064827e+00 5.290777e+01 2.472596e+03 4.889736e+01 4.926212e+01
41 6.995540e-02 6.756459e+00 5.293890e+00 5.464684e+01 2.403065e+03 4.899514e+01 4.935981e+01
42 7.167669e-02 6.916821e+00 5.531778e+00 5.641792e+01 2.334095e+03 4.909278e+01 4.970040e+01
43 7.339640e-02 7.076759e+00 5.780679e+00 5.819484e+01 2.268314e+03 4.919028e+01 4.979776e+01
44 7.511450e-02 7.236274e+00 6.037358e+00 5.997800e+01 2.204534e+03 4.928765e+01 4.989497e+01
45 7.683098e-02 7.395364e+00 6.303020e+00 6.175713e+01 2.141898e+03 4.938487e+01 5.023487e+01
46 7.854582e-02 7.554030e+00 6.579221e+00 6.356227e+01 2.082633e+03 4.948195e+01 5.033172e+01
47 8.025901e-02 7.712272e+00 6.861879e+00 6.540138e+01 2.025666e+03 4.957888e+01 5.042843e+01
48 8.197054e-02 7.870090e+00 7.155372e+00 6.723038e+01 1.970273e+03 4.967567e+01 5.076759e+01
49 8.368038e-02 8.027482e+00 7.456526e+00 6.906184e+01 1.918223e+03 4.977231e+01 5.086392e+01
