# it strain shortening ε_f δT D θ θc
1 0.000000e+00 0.000000e+00 1.510743e+00 1.844861e+00 3.262567e+03 4.500000e+01 4.521430e+01
2 1.770244e-03 1.768678e-01 1.563525e+00 3.645182e+00 3.180039e+03 4.510143e+01 4.531573e+01
3 3.539646e-03 3.533389e-01 1.615002e+00 5.397611e+00 3.104781e+03 4.520281e+01 4.541711e+01
4 5.308184e-03 5.294120e-01 1.668476e+00 7.102576e+00 3.034767e+03 4.530413e+01 4.508983e+01
5 7.075837e-03 7.050863e-01 1.724111e+00 8.760176e+00 2.969730e+03 4.540540e+01 4.519111e+01
6 8.842586e-03 8.803605e-01 1.782064e+00 1.037029e+01 2.908395e+03 4.550662e+01 4.529233e+01
7 1.060841e-02 1.055234e+00 1.842507e+00 1.193270e+01 2.850069e+03 4.560777e+01 4.539349e+01
8 1.237328e-02 1.229705e+00 1.905615e+00 1.344720e+01 2.794221e+03 4.570886e+01 4.549459e+01
9 1.413719e-02 1.403773e+00 1.971554e+00 1.491367e+01 2.740398e+03 4.580989e+01 4.559563e+01
10 1.590012e-02 1.577438e+00 2.040500e+00 1.633212e+01 2.688324e+03 4.591086e+01 4.569661e+01
11 1.766203e-02 1.750697e+00 2.112631e+00 1.770271e+01 2.637739e+03 4.601175e+01 4.579751e+01
12 1.942292e-02 1.923551e+00 2.188200e+00 1.902573e+01 2.589277e+03 4.611257e+01 4.632679e+01
13 2.118276e-02 2.095998e+00 2.267337e+00 2.030158e+01 2.541079e+03 4.621332e+01 4.642753e+01
14 2.294153e-02 2.268037e+00 2.350227e+00 2.153077e+01 2.493820e+03 4.631399e+01 4.652818e+01
15 2.469921e-02 2.439668e+00 2.437099e+00 2.271372e+01 2.447208e+03 4.641459e+01 4.662876e+01
16 2.645579e-02 2.610890e+00 2.528216e+00 2.385045e+01 2.400829e+03 4.651510e+01 4.672925e+01
17 2.821124e-02 2.781702e+00 2.623303e+00 2.505287e+01 2.355948e+03 4.661553e+01 4.682966e+01
18 2.996555e-02 2.952103e+00 2.722544e+00 2.637453e+01 2.312012e+03 4.671587e+01 4.692998e+01
19 3.171869e-02 3.122092e+00 2.826138e+00 2.768394e+01 2.269142e+03 4.681613e+01 4.703022e+01
20 3.347064e-02 3.291670e+00 2.934154e+00 2.898155e+01 2.227186e+03 4.691630e+01 4.713036e+01
