# it strain shortening ε_f δT D θ θc
1 0.000000e+00 0.000000e+00 1.446265e+00 5.684342e-14 6.190825e+03 4.500000e+01 4.486427e+01
2 1.770244e-03 1.768678e-01 1.494998e+00 1.718901e+00 6.002168e+03 4.510143e+01 4.496570e+01
3 3.539646e-03 3.533389e-01 1.542617e+00 3.406702e+00 5.758069e+03 4.520281e+01 4.506708e+01
4 5.308184e-03 5.294120e-01 1.592387e+00 5.061001e+00 5.525410e+03 4.530413e+01 4.516841e+01
5 7.075837e-03 7.050863e-01 1.644491e+00 6.683272e+00 5.304738e+03 4.540540e+01 4.526968e+01
6 8.842586e-03 8.803605e-01 1.699116e+00 8.274791e+00 5.099171e+03 4.550662e+01 4.564233e+01
7 1.060841e-02 1.055234e+00 1.756473e+00 9.836674e+00 4.903754e+03 4.560777e+01 4.574348e+01
8 1.237328e-02 1.229705e+00 1.816764e+00 1.136986e+01 4.719255e+03 4.570886e+01 4.584457e+01
9 1.413719e-02 1.403773e+00 1.880217e+00 1.287512e+01 4.545060e+03 4.580989e+01 4.594559e+01
10 1.590012e-02 1.577438e+00 1.947068e+00 1.435303e+01 4.380412e+03 4.591086e+01 4.604655e+01
11 1.766203e-02 1.750697e+00 2.017575e+00 1.580400e+01 4.224523e+03 4.601175e+01 4.614743e+01
12 1.942292e-02 1.923551e+00 2.092045e+00 1.725561e+01 4.076294e+03 4.611257e+01 4.624825e+01
13 2.118276e-02 2.095998e+00 2.170623e+00 1.877340e+01 3.936320e+03 4.621332e+01 4.634898e+01
14 2.294153e-02 2.268037e+00 2.253378e+00 2.029516e+01 3.805308e+03 4.631399e+01 4.644965e+01
15 2.469921e-02 2.439668e+00 2.340609e+00 2.181551e+01 3.682142e+03 4.641459e+01 4.655023e+01
16 2.645579e-02 2.610890e+00 2.432754e+00 2.333576e+01 3.565249e+03 4.651510e+01 4.665073e+01
17 2.821124e-02 2.781702e+00 2.530118e+00 2.485734e+01 3.456577e+03 4.661553e+01 4.702238e+01
18 2.996555e-02 2.952103e+00 2.632966e+00 2.638162e+01 3.349651e+03 4.671587e+01 4.712268e+01
19 3.171869e-02 3.122092e+00 2.741662e+00 2.790986e+01 3.247347e+03 4.681613e+01 4.722289e+01
20 3.347064e-02 3.291670e+00 2.856513e+00 2.944375e+01 3.149093e+03 4.691630e+01 4.732301e+01
21 3.522139e-02 3.460834e+00 2.977666e+00 3.099023e+01 3.055395e+03 4.701637e+01 4.742304e+01
22 3.697092e-02 3.629584e+00 3.105157e+00 3.257014e+01 2.966027e+03 4.711635e+01 4.752297e+01
23 3.871921e-02 3.797920e+00 3.239546e+00 3.415547e+01 2.880977e+03 4.721623e+01 4.789382e+01
24 4.046623e-02 3.965841e+00 3.381392e+00 3.574653e+01 2.798553e+03 4.731602e+01 4.799351e+01
25 4.221198e-02 4.133346e+00 3.531224e+00 3.734501e+01 2.718898e+03 4.741570e+01 4.809309e+01
26 4.395643e-02 4.300435e+00 3.689342e+00 3.894954e+01 2.641665e+03 4.751528e+01 4.819257e+01
27 4.569957e-02 4.467107e+00 3.856198e+00 4.058864e+01 2.566611e+03 4.761475e+01 4.856277e+01
28 4.744137e-02 4.633362e+00 4.031776e+00 4.226278e+01 2.494547e+03 4.771412e+01 4.866198e+01
29 4.918182e-02 4.799198e+00 4.215996e+00 4.394562e+01 2.425465e+03 4.781338e+01 4.876108e+01
30 5.092090e-02 4.964616e+00 4.410019e+00 4.563459e+01 2.357759e+03 4.791252e+01 4.913072e+01
31 5.265859e-02 5.129615e+00 4.614800e+00 4.733114e+01 2.292891e+03 4.801155e+01 4.922953e+01
32 5.439488e-02 5.294194e+00 4.830078e+00 4.903435e+01 2.230053e+03 4.811047e+01 4.932822e+01
33 5.612975e-02 5.458354e+00 5.056268e+00 5.078587e+01 2.168531e+03 4.820926e+01 4.969723e+01
34 5.786317e-02 5.622093e+00 5.292795e+00 5.256052e+01 2.110303e+03 4.830794e+01 4.979561e+01
35 5.959514e-02 5.785411e+00 5.539991e+00 5.433795e+01 2.053323e+03 4.840649e+01 5.016414e+01
36 6.132563e-02 5.948307e+00 5.799523e+00 5.611575e+01 1.999337e+03 4.850492e+01 5.026220e+01
37 6.305464e-02 6.110782e+00 6.069498e+00 5.789152e+01 1.947571e+03 4.860323e+01 5.036013e+01
38 6.478213e-02 6.272835e+00 6.348841e+00 5.969048e+01 1.897917e+03 4.870140e+01 5.045792e+01
39 6.650810e-02 6.434466e+00 6.637939e+00 6.151203e+01 1.850269e+03 4.879945e+01 5.055557e+01
40 6.823253e-02 6.595674e+00 6.935746e+00 6.332393e+01 1.804848e+03 4.889736e+01 5.065308e+01
41 6.995540e-02 6.756459e+00 7.242274e+00 6.512230e+01 1.761491e+03 4.899514e+01 5.075044e+01
42 7.167669e-02 6.916821e+00 7.556239e+00 6.690354e+01 1.720106e+03 4.909278e+01 5.084766e+01
43 7.339640e-02 7.076759e+00 7.875718e+00 6.868983e+01 1.680922e+03 4.919028e+01 5.094473e+01
44 7.511450e-02 7.236274e+00 8.199856e+00 7.048577e+01 1.643892e+03 4.928765e+01 5.104165e+01
45 7.683098e-02 7.395364e+00 8.526811e+00 7.226378e+01 1.608962e+03 4.938487e+01 5.113842e+01
46 7.854582e-02 7.554030e+00 8.853642e+00 7.401072e+01 1.576212e+03 4.948195e+01 5.123503e+01
47 8.025901e-02 7.712272e+00 9.178922e+00 7.572148e+01 1.545544e+03 4.957888e+01 5.133149e+01
48 8.197054e-02 7.870090e+00 9.505491e+00 7.742387e+01 1.516394e+03 4.967567e+01 5.169715e+01
49 8.368038e-02 8.027482e+00 9.827732e+00 7.910593e+01 1.489760e+03 4.977231e+01 5.179322e+01
50 8.538852e-02 8.184450e+00 1.014321e+01 8.073964e+01 1.464980e+03 4.986879e+01 5.188913e+01
51 8.709494e-02 8.340993e+00 1.044982e+01 8.234098e+01 1.442024e+03 4.996513e+01 5.198487e+01
52 8.879964e-02 8.497111e+00 1.074677e+01 8.389914e+01 1.420740e+03 5.006131e+01 5.208045e+01
53 9.050260e-02 8.652804e+00 1.103106e+01 8.544380e+01 1.401187e+03 5.015733e+01 5.217587e+01
54 9.220380e-02 8.808072e+00 1.131371e+01 8.693333e+01 1.382906e+03 5.025320e+01 5.253990e+01
55 9.390323e-02 8.962915e+00 1.158314e+01 8.836089e+01 1.366602e+03 5.034891e+01 5.263490e+01
56 9.560088e-02 9.117332e+00 1.183667e+01 8.972425e+01 1.351861e+03 5.044445e+01 5.272972e+01
57 9.729672e-02 9.271325e+00 1.207348e+01 9.102455e+01 1.338575e+03 5.053984e+01 5.282437e+01
58 9.899076e-02 9.424892e+00 1.229193e+01 9.230808e+01 1.326742e+03 5.063506e+01 5.291884e+01
59 1.006830e-01 9.578034e+00 1.249157e+01 9.354998e+01 1.316224e+03 5.073011e+01 5.301313e+01
60 1.023733e-01 9.730752e+00 1.267234e+01 9.474024e+01 1.306959e+03 5.082500e+01 5.310725e+01
61 1.040618e-01 9.883044e+00 1.283507e+01 9.586308e+01 1.298806e+03 5.091972e+01 5.320118e+01
62 1.057485e-01 1.003491e+01 1.297926e+01 9.696628e+01 1.291744e+03 5.101427e+01 5.329494e+01
63 1.074333e-01 1.018635e+01 1.312522e+01 9.805922e+01 1.285376e+03 5.110865e+01 5.365639e+01
64 1.091161e-01 1.033737e+01 1.325746e+01 9.910916e+01 1.280278e+03 5.120285e+01 5.374969e+01
65 1.107971e-01 1.048797e+01 1.337379e+01 1.001282e+02 1.276120e+03 5.129688e+01 5.384279e+01
66 1.124762e-01 1.063814e+01 1.347501e+01 1.011085e+02 1.272782e+03 5.139074e+01 5.393571e+01
67 1.141533e-01 1.078788e+01 1.356457e+01 1.020797e+02 1.269950e+03 5.148441e+01 5.429582e+01
68 1.158285e-01 1.093720e+01 1.365327e+01 1.030374e+02 1.268099e+03 5.157791e+01 5.438825e+01
69 1.175017e-01 1.108610e+01 1.373029e+01 1.039643e+02 1.266603e+03 5.167123e+01 5.474755e+01
