# it strain shortening ε_f δT D θ θc
1 0.000000e+00 0.000000e+00 1.224243e+00 5.684342e-14 6.349920e+03 4.500000e+01 4.512215e+01
2 1.770244e-03 1.768678e-01 1.256859e+00 1.331276e+00 6.114038e+03 4.510143e+01 4.522358e+01
3 3.539646e-03 3.533389e-01 1.288451e+00 2.637043e+00 5.923006e+03 4.520281e+01 4.532496e+01
4 5.308184e-03 5.294120e-01 1.321680e+00 3.916417e+00 5.756414e+03 4.530413e+01 4.542628e+01
5 7.075837e-03 7.050863e-01 1.356652e+00 5.170546e+00 5.607670e+03 4.540540e+01 4.552755e+01
6 8.842586e-03 8.803605e-01 1.393469e+00 6.400311e+00 5.472179e+03 4.550662e+01 4.562876e+01
7 1.060841e-02 1.055234e+00 1.432247e+00 7.606737e+00 5.346913e+03 4.560777e+01 4.572991e+01
8 1.237328e-02 1.229705e+00 1.473100e+00 8.791568e+00 5.229698e+03 4.570886e+01 4.583100e+01
9 1.413719e-02 1.403773e+00 1.516157e+00 9.954770e+00 5.118862e+03 4.580989e+01 4.593202e+01
10 1.590012e-02 1.577438e+00 1.561544e+00 1.111157e+01 5.013134e+03 4.591086e+01 4.603298e+01
11 1.766203e-02 1.750697e+00 1.609406e+00 1.231091e+01 4.911649e+03 4.601175e+01 4.613386e+01
12 1.942292e-02 1.923551e+00 1.659881e+00 1.350799e+01 4.813487e+03 4.611257e+01 4.623468e+01
13 2.118276e-02 2.095998e+00 1.713007e+00 1.470387e+01 4.717414e+03 4.621332e+01 4.633542e+01
14 2.294153e-02 2.268037e+00 1.768904e+00 1.589630e+01 4.623384e+03 4.631399e+01 4.643608e+01
15 2.469921e-02 2.439668e+00 1.827805e+00 1.708955e+01 4.531379e+03 4.641459e+01 4.653666e+01
16 2.645579e-02 2.610890e+00 1.889984e+00 1.828612e+01 4.441338e+03 4.651510e+01 4.663717e+01
17 2.821124e-02 2.781702e+00 1.955590e+00 1.948802e+01 4.352900e+03 4.661553e+01 4.673758e+01
18 2.996555e-02 2.952103e+00 2.024825e+00 2.069722e+01 4.265818e+03 4.671587e+01 4.683792e+01
19 3.171869e-02 3.122092e+00 2.097904e+00 2.192448e+01 4.179864e+03 4.681613e+01 4.693816e+01
20 3.347064e-02 3.291670e+00 2.174982e+00 2.318191e+01 4.094612e+03 4.691630e+01 4.703831e+01
21 3.522139e-02 3.460834e+00 2.256266e+00 2.445176e+01 4.010009e+03 4.701637e+01 4.713837e+01
22 3.697092e-02 3.629584e+00 2.341917e+00 2.573156e+01 3.925812e+03 4.711635e+01 4.723834e+01
23 3.871921e-02 3.797920e+00 2.432322e+00 2.702172e+01 3.842499e+03 4.721623e+01 4.733820e+01
24 4.046623e-02 3.965841e+00 2.527693e+00 2.832788e+01 3.759872e+03 4.731602e+01 4.743797e+01
25 4.221198e-02 4.133346e+00 2.628410e+00 2.965089e+01 3.677904e+03 4.741570e+01 4.753764e+01
26 4.395643e-02 4.300435e+00 2.734658e+00 3.099221e+01 3.596430e+03 4.751528e+01 4.763720e+01
27 4.569957e-02 4.467107e+00 2.846615e+00 3.235289e+01 3.515433e+03 4.761475e+01 4.773665e+01
28 4.744137e-02 4.633362e+00 2.964574e+00 3.372623e+01 3.434848e+03 4.771412e+01 4.783600e+01
29 4.918182e-02 4.799198e+00 3.088996e+00 3.512614e+01 3.355098e+03 4.781338e+01 4.793524e+01
30 5.092090e-02 4.964616e+00 3.220104e+00 3.656218e+01 3.276119e+03 4.791252e+01 4.803436e+01
31 5.265859e-02 5.129615e+00 3.358178e+00 3.801987e+01 3.197866e+03 4.801155e+01 4.813337e+01
32 5.439488e-02 5.294194e+00 3.503420e+00 3.949896e+01 3.120242e+03 4.811047e+01 4.823226e+01
33 5.612975e-02 5.458354e+00 3.656160e+00 4.099910e+01 3.043342e+03 4.820926e+01 4.833103e+01
34 5.786317e-02 5.622093e+00 3.816335e+00 4.251519e+01 2.967195e+03 4.830794e+01 4.842969e+01
35 5.959514e-02 5.785411e+00 3.984080e+00 4.404691e+01 2.891876e+03 4.840649e+01 4.852822e+01
36 6.132563e-02 5.948307e+00 4.159460e+00 4.559865e+01 2.817377e+03 4.850492e+01 4.862662e+01
37 6.305464e-02 6.110782e+00 4.342510e+00 4.716905e+01 2.743899e+03 4.860323e+01 4.872490e+01
38 6.478213e-02 6.272835e+00 4.533117e+00 4.879759e+01 2.671480e+03 4.870140e+01 4.882304e+01
39 6.650810e-02 6.434466e+00 4.732065e+00 5.043408e+01 2.598978e+03 4.879945e+01 4.916429e+01
40 6.823253e-02 6.595674e+00 4.939963e+00 5.208345e+01 2.529478e+03 4.889736e+01 4.926212e+01
41 6.995540e-02 6.756459e+00 5.155548e+00 5.378441e+01 2.461480e+03 4.899514e+01 4.935981e+01
42 7.167669e-02 6.916821e+00 5.379595e+00 5.550531e+01 2.393789e+03 4.909278e+01 4.970040e+01
43 7.339640e-02 7.076759e+00 5.613802e+00 5.723033e+01 2.329142e+03 4.919028e+01 4.979776e+01
44 7.511450e-02 7.236274e+00 5.855468e+00 5.896130e+01 2.266419e+03 4.928765e+01 4.989497e+01
45 7.683098e-02 7.395364e+00 6.106278e+00 6.069078e+01 2.204696e+03 4.938487e+01 5.023487e+01
46 7.854582e-02 7.554030e+00 6.365942e+00 6.245869e+01 2.146152e+03 4.948195e+01 5.033172e+01
47 8.025901e-02 7.712272e+00 6.631250e+00 6.424561e+01 2.089804e+03 4.957888e+01 5.042843e+01
48 8.197054e-02 7.870090e+00 6.908085e+00 6.602432e+01 2.034747e+03 4.967567e+01 5.076759e+01
49 8.368038e-02 8.027482e+00 7.190106e+00 6.780162e+01 1.983023e+03 4.977231e+01 5.086392e+01
50 8.538852e-02 8.184450e+00 7.480474e+00 6.956379e+01 1.932793e+03 4.986879e+01 5.120253e+01
51 8.709494e-02 8.340993e+00 7.779536e+00 7.135660e+01 1.885674e+03 4.996513e+01 5.129847e+01
52 8.879964e-02 8.497111e+00 8.082314e+00 7.315822e+01 1.840843e+03 5.006131e+01 5.139426e+01
53 9.050260e-02 8.652804e+00 8.388146e+00 7.493489e+01 1.798359e+03 5.015733e+01 5.148988e+01
54 9.220380e-02 8.808072e+00 8.694342e+00 7.668737e+01 1.758181e+03 5.025320e+01 5.158534e+01
55 9.390323e-02 8.962915e+00 8.998626e+00 7.839975e+01 1.720103e+03 5.034891e+01 5.168063e+01
56 9.560088e-02 9.117332e+00 9.299157e+00 8.010837e+01 1.684405e+03 5.044445e+01 5.177575e+01
57 9.729672e-02 9.271325e+00 9.593310e+00 8.179270e+01 1.650908e+03 5.053984e+01 5.187071e+01
58 9.899076e-02 9.424892e+00 9.886584e+00 8.343693e+01 1.619009e+03 5.063506e+01 5.220727e+01
59 1.006830e-01 9.578034e+00 1.018680e+01 8.505983e+01 1.589402e+03 5.073011e+01 5.230181e+01
60 1.023733e-01 9.730752e+00 1.047909e+01 8.665115e+01 1.561790e+03 5.082500e+01 5.239616e+01
61 1.040618e-01 9.883044e+00 1.076276e+01 8.822535e+01 1.536395e+03 5.091972e+01 5.249034e+01
62 1.057485e-01 1.003491e+01 1.103560e+01 8.976467e+01 1.512878e+03 5.101427e+01 5.258434e+01
63 1.074333e-01 1.018635e+01 1.129689e+01 9.124998e+01 1.490980e+03 5.110865e+01 5.267817e+01
64 1.091161e-01 1.033737e+01 1.154215e+01 9.267383e+01 1.470587e+03 5.120285e+01 5.277181e+01
65 1.107971e-01 1.048797e+01 1.177227e+01 9.404065e+01 1.451968e+03 5.129688e+01 5.286527e+01
66 1.124762e-01 1.063814e+01 1.198443e+01 9.537251e+01 1.435204e+03 5.139074e+01 5.295854e+01
67 1.141533e-01 1.078788e+01 1.219196e+01 9.668774e+01 1.419627e+03 5.148441e+01 5.329259e+01
68 1.158285e-01 1.093720e+01 1.239396e+01 9.795937e+01 1.405621e+03 5.157791e+01 5.338541e+01
69 1.175017e-01 1.108610e+01 1.257801e+01 9.917163e+01 1.392978e+03 5.167123e+01 5.347803e+01
70 1.191730e-01 1.123458e+01 1.274119e+01 1.003064e+02 1.381533e+03 5.176436e+01 5.357047e+01
71 1.208423e-01 1.138263e+01 1.288799e+01 1.014296e+02 1.371296e+03 5.185732e+01 5.366271e+01
72 1.225096e-01 1.153026e+01 1.301697e+01 1.025093e+02 1.362105e+03 5.195008e+01 5.375476e+01
73 1.241749e-01 1.167746e+01 1.312725e+01 1.034986e+02 1.353906e+03 5.204267e+01 5.384662e+01
74 1.258382e-01 1.182425e+01 1.322348e+01 1.044501e+02 1.346756e+03 5.213506e+01 5.393828e+01
75 1.274994e-01 1.197061e+01 1.330599e+01 1.053847e+02 1.340339e+03 5.222727e+01 5.402975e+01
76 1.291587e-01 1.211655e+01 1.338546e+01 1.063000e+02 1.334933e+03 5.231929e+01 5.436105e+01
77 1.308158e-01 1.226207e+01 1.346565e+01 1.072177e+02 1.330265e+03 5.241112e+01 5.445202e+01
78 1.324710e-01 1.240716e+01 1.353540e+01 1.080959e+02 1.326314e+03 5.250276e+01 5.454279e+01
79 1.341240e-01 1.255184e+01 1.361603e+01 1.089476e+02 1.323005e+03 5.259420e+01 5.487302e+01
80 1.357750e-01 1.269610e+01 1.368570e+01 1.097780e+02 1.320418e+03 5.268545e+01 5.496328e+01
81 1.374239e-01 1.283994e+01 1.375065e+01 1.105949e+02 1.318024e+03 5.277651e+01 5.529271e+01
82 1.390707e-01 1.298335e+01 1.382248e+01 1.114199e+02 1.316311e+03 5.286737e+01 5.538246e+01
83 1.407154e-01 1.312635e+01 1.388742e+01 1.122023e+02 1.315225e+03 5.295803e+01 5.547199e+01
84 1.423580e-01 1.326893e+01 1.394406e+01 1.129799e+02 1.314450e+03 5.304850e+01 5.580028e+01
85 1.439985e-01 1.341110e+01 1.401231e+01 1.137143e+02 1.314293e+03 5.313876e+01 5.588929e+01
86 1.456368e-01 1.355284e+01 1.407210e+01 1.144359e+02 1.314512e+03 5.322883e+01 5.597809e+01
87 1.472730e-01 1.369417e+01 1.412491e+01 1.151417e+02 1.314811e+03 5.331869e+01 5.606667e+01
88 1.489070e-01 1.383508e+01 1.418957e+01 1.158081e+02 1.315304e+03 5.340835e+01 5.639347e+01
89 1.505389e-01 1.397557e+01 1.424912e+01 1.164342e+02 1.316191e+03 5.349781e+01 5.648152e+01
90 1.521686e-01 1.411565e+01 1.429899e+01 1.170149e+02 1.317570e+03 5.358707e+01 5.656935e+01
91 1.537961e-01 1.425532e+01 1.434223e+01 1.175735e+02 1.319260e+03 5.367612e+01 5.665696e+01
92 1.554215e-01 1.439457e+01 1.437952e+01 1.181397e+02 1.321020e+03 5.376496e+01 5.674435e+01
93 1.570446e-01 1.453341e+01 1.441035e+01 1.186622e+02 1.323034e+03 5.385360e+01 5.683153e+01
94 1.586655e-01 1.467183e+01 1.443189e+01 1.191428e+02 1.325217e+03 5.394202e+01 5.691849e+01
95 1.602843e-01 1.480984e+01 1.445112e+01 1.195938e+02 1.327624e+03 5.403024e+01 5.700522e+01
96 1.619007e-01 1.494744e+01 1.446781e+01 1.200406e+02 1.329888e+03 5.411826e+01 5.709174e+01
97 1.635150e-01 1.508463e+01 1.448243e+01 1.204791e+02 1.332305e+03 5.420606e+01 5.717803e+01
98 1.651271e-01 1.522140e+01 1.449180e+01 1.208981e+02 1.334811e+03 5.429365e+01 5.726411e+01
99 1.667369e-01 1.535777e+01 1.449406e+01 1.213035e+02 1.337708e+03 5.438102e+01 5.734996e+01
100 1.683444e-01 1.549373e+01 1.448961e+01 1.216964e+02 1.340753e+03 5.446819e+01 5.743558e+01
101 1.699497e-01 1.562927e+01 1.447258e+01 1.220674e+02 1.343838e+03 5.455514e+01 5.752099e+01
102 1.715527e-01 1.576441e+01 1.444788e+01 1.224120e+02 1.347310e+03 5.464188e+01 5.760617e+01
103 1.731535e-01 1.589914e+01 1.442240e+01 1.228009e+02 1.350425e+03 5.472841e+01 5.769112e+01
104 1.747519e-01 1.603347e+01 1.440376e+01 1.231813e+02 1.353674e+03 5.481472e+01 5.777585e+01
105 1.763481e-01 1.616739e+01 1.438138e+01 1.235459e+02 1.356882e+03 5.490081e+01 5.786035e+01
106 1.779420e-01 1.630090e+01 1.435450e+01 1.238960e+02 1.360191e+03 5.498669e+01 5.794463e+01
107 1.795336e-01 1.643401e+01 1.432718e+01 1.242269e+02 1.363653e+03 5.507235e+01 5.802868e+01
108 1.811229e-01 1.656672e+01 1.429745e+01 1.245930e+02 1.367361e+03 5.515779e+01 5.811250e+01
109 1.827099e-01 1.669902e+01 1.426082e+01 1.249589e+02 1.371032e+03 5.524301e+01 5.819609e+01
110 1.842946e-01 1.683092e+01 1.422522e+01 1.253015e+02 1.374465e+03 5.532802e+01 5.827945e+01
111 1.858769e-01 1.696242e+01 1.419626e+01 1.256341e+02 1.378111e+03 5.541281e+01 5.836259e+01
112 1.874569e-01 1.709352e+01 1.416627e+01 1.259779e+02 1.381507e+03 5.549737e+01 5.844550e+01
113 1.890346e-01 1.722421e+01 1.413534e+01 1.263050e+02 1.384865e+03 5.558172e+01 5.852817e+01
114 1.906100e-01 1.735451e+01 1.410336e+01 1.266270e+02 1.388496e+03 5.566584e+01 5.861062e+01
115 1.921830e-01 1.748441e+01 1.406952e+01 1.269567e+02 1.392265e+03 5.574975e+01 5.869284e+01
116 1.937536e-01 1.761392e+01 1.403063e+01 1.272767e+02 1.395897e+03 5.583343e+01 5.877482e+01
117 1.953219e-01 1.774302e+01 1.400080e+01 1.275754e+02 1.399609e+03 5.591689e+01 5.909129e+01
118 1.968879e-01 1.787173e+01 1.397307e+01 1.278520e+02 1.403225e+03 5.600013e+01 5.917267e+01
119 1.984515e-01 1.800004e+01 1.394679e+01 1.281095e+02 1.406597e+03 5.608314e+01 5.925383e+01
120 2.000127e-01 1.812796e+01 1.392315e+01 1.283735e+02 1.410124e+03 5.616593e+01 5.933475e+01
