# it strain shortening ε_f δT D θ θc
1 0.000000e+00 0.000000e+00 1.236267e+00 5.684342e-14 6.499239e+03 4.500000e+01 4.512215e+01
2 1.770244e-03 1.768678e-01 1.270608e+00 1.505056e+00 6.263886e+03 4.510143e+01 4.522358e+01
3 3.539646e-03 3.533389e-01 1.303857e+00 2.786923e+00 6.066108e+03 4.520281e+01 4.532496e+01
4 5.308184e-03 5.294120e-01 1.338811e+00 3.985799e+00 5.892022e+03 4.530413e+01 4.542628e+01
5 7.075837e-03 7.050863e-01 1.375591e+00 5.266288e+00 5.735280e+03 4.540540e+01 4.552755e+01
6 8.842586e-03 8.803605e-01 1.414310e+00 6.524133e+00 5.591392e+03 4.550662e+01 4.562876e+01
7 1.060841e-02 1.055234e+00 1.455093e+00 7.760331e+00 5.457393e+03 4.560777e+01 4.572991e+01
8 1.237328e-02 1.229705e+00 1.498065e+00 8.975756e+00 5.331158e+03 4.570886e+01 4.583100e+01
9 1.413719e-02 1.403773e+00 1.543357e+00 1.019638e+01 5.211056e+03 4.580989e+01 4.593202e+01
10 1.590012e-02 1.577438e+00 1.591115e+00 1.142464e+01 5.095846e+03 4.591086e+01 4.603298e+01
11 1.766203e-02 1.750697e+00 1.641489e+00 1.264528e+01 4.984724e+03 4.601175e+01 4.613386e+01
12 1.942292e-02 1.923551e+00 1.694626e+00 1.386029e+01 4.876679e+03 4.611257e+01 4.623468e+01
13 2.118276e-02 2.095998e+00 1.750693e+00 1.507161e+01 4.771569e+03 4.621332e+01 4.633542e+01
14 2.294153e-02 2.268037e+00 1.809941e+00 1.630230e+01 4.669811e+03 4.631399e+01 4.643608e+01
15 2.469921e-02 2.439668e+00 1.872572e+00 1.755046e+01 4.570680e+03 4.641459e+01 4.653666e+01
16 2.645579e-02 2.610890e+00 1.938757e+00 1.880316e+01 4.473429e+03 4.651510e+01 4.663717e+01
17 2.821124e-02 2.781702e+00 2.008655e+00 2.006198e+01 4.377770e+03 4.661553e+01 4.673758e+01
18 2.996555e-02 2.952103e+00 2.082482e+00 2.132844e+01 4.283473e+03 4.671587e+01 4.683792e+01
19 3.171869e-02 3.122092e+00 2.160470e+00 2.260408e+01 4.190311e+03 4.681613e+01 4.693816e+01
20 3.347064e-02 3.291670e+00 2.242818e+00 2.389028e+01 4.098146e+03 4.691630e+01 4.703831e+01
21 3.522139e-02 3.460834e+00 2.329846e+00 2.518831e+01 4.007162e+03 4.701637e+01 4.713837e+01
22 3.697092e-02 3.629584e+00 2.421808e+00 2.649994e+01 3.917435e+03 4.711635e+01 4.723834e+01
23 3.871921e-02 3.797920e+00 2.519047e+00 2.785220e+01 3.828904e+03 4.721623e+01 4.733820e+01
24 4.046623e-02 3.965841e+00 2.621779e+00 2.922208e+01 3.741104e+03 4.731602e+01 4.743797e+01
25 4.221198e-02 4.133346e+00 2.730304e+00 3.060518e+01 3.653927e+03 4.741570e+01 4.753764e+01
26 4.395643e-02 4.300435e+00 2.844853e+00 3.200170e+01 3.567327e+03 4.751528e+01 4.763720e+01
27 4.569957e-02 4.467107e+00 2.965760e+00 3.342906e+01 3.481444e+03 4.761475e+01 4.773665e+01
28 4.744137e-02 4.633362e+00 3.093318e+00 3.491197e+01 3.396310e+03 4.771412e+01 4.783600e+01
29 4.918182e-02 4.799198e+00 3.227950e+00 3.641030e+01 3.312125e+03 4.781338e+01 4.793524e+01
30 5.092090e-02 4.964616e+00 3.369755e+00 3.792393e+01 3.228560e+03 4.791252e+01 4.803436e+01
31 5.265859e-02 5.129615e+00 3.519211e+00 3.945215e+01 3.145778e+03 4.801155e+01 4.813337e+01
32 5.439488e-02 5.294194e+00 3.676441e+00 4.099423e+01 3.063787e+03 4.811047e+01 4.823226e+01
33 5.612975e-02 5.458354e+00 3.841775e+00 4.258365e+01 2.982867e+03 4.820926e+01 4.833103e+01
34 5.786317e-02 5.622093e+00 4.015235e+00 4.421157e+01 2.902988e+03 4.830794e+01 4.842969e+01
35 5.959514e-02 5.785411e+00 4.196835e+00 4.585197e+01 2.824265e+03 4.840649e+01 4.852822e+01
36 6.132563e-02 5.948307e+00 4.388171e+00 4.750444e+01 2.745105e+03 4.850492e+01 4.887001e+01
37 6.305464e-02 6.110782e+00 4.588402e+00 4.917073e+01 2.669164e+03 4.860323e+01 4.896823e+01
38 6.478213e-02 6.272835e+00 4.797013e+00 5.086308e+01 2.594748e+03 4.870140e+01 4.906633e+01
39 6.650810e-02 6.434466e+00 5.014765e+00 5.260325e+01 2.520524e+03 4.879945e+01 4.940750e+01
40 6.823253e-02 6.595674e+00 5.242626e+00 5.435413e+01 2.449678e+03 4.889736e+01 4.950527e+01
41 6.995540e-02 6.756459e+00 5.478924e+00 5.611116e+01 2.380764e+03 4.899514e+01 4.960291e+01
42 7.167669e-02 6.916821e+00 5.724617e+00 5.786827e+01 2.312648e+03 4.909278e+01 4.994342e+01
43 7.339640e-02 7.076759e+00 5.980368e+00 5.964773e+01 2.248029e+03 4.919028e+01 5.004072e+01
44 7.511450e-02 7.236274e+00 6.243618e+00 6.146850e+01 2.185664e+03 4.928765e+01 5.013787e+01
45 7.683098e-02 7.395364e+00 6.517481e+00 6.328392e+01 2.124646e+03 4.938487e+01 5.047767e+01
46 7.854582e-02 7.554030e+00 6.799454e+00 6.510320e+01 2.067247e+03 4.948195e+01 5.057446e+01
47 8.025901e-02 7.712272e+00 7.088504e+00 6.690918e+01 2.011454e+03 4.957888e+01 5.091374e+01
48 8.197054e-02 7.870090e+00 7.388722e+00 6.873385e+01 1.959178e+03 4.967567e+01 5.101016e+01
49 8.368038e-02 8.027482e+00 7.693419e+00 7.058084e+01 1.909515e+03 4.977231e+01 5.110642e+01
50 8.538852e-02 8.184450e+00 8.001137e+00 7.240495e+01 1.862535e+03 4.986879e+01 5.120253e+01
51 8.709494e-02 8.340993e+00 8.310321e+00 7.420118e+01 1.818148e+03 4.996513e+01 5.129847e+01
52 8.879964e-02 8.497111e+00 8.619212e+00 7.596458e+01 1.776319e+03 5.006131e+01 5.139426e+01
53 9.050260e-02 8.652804e+00 8.925965e+00 7.772501e+01 1.737039e+03 5.015733e+01 5.148988e+01
54 9.220380e-02 8.808072e+00 9.228524e+00 7.946603e+01 1.700243e+03 5.025320e+01 5.158534e+01
55 9.390323e-02 8.962915e+00 9.525046e+00 8.116162e+01 1.665915e+03 5.034891e+01 5.168063e+01
56 9.560088e-02 9.117332e+00 9.823778e+00 8.280792e+01 1.633503e+03 5.044445e+01 5.201769e+01
57 9.729672e-02 9.271325e+00 1.012355e+01 8.444247e+01 1.603902e+03 5.053984e+01 5.211257e+01
58 9.899076e-02 9.424892e+00 1.041365e+01 8.607185e+01 1.576521e+03 5.063506e+01 5.220727e+01
59 1.006830e-01 9.578034e+00 1.069213e+01 8.765138e+01 1.551295e+03 5.073011e+01 5.230181e+01
60 1.023733e-01 9.730752e+00 1.095745e+01 8.917156e+01 1.528112e+03 5.082500e+01 5.239616e+01
61 1.040618e-01 9.883044e+00 1.120785e+01 9.062957e+01 1.506926e+03 5.091972e+01 5.249034e+01
62 1.057485e-01 1.003491e+01 1.144212e+01 9.203247e+01 1.487641e+03 5.101427e+01 5.258434e+01
63 1.074333e-01 1.018635e+01 1.166072e+01 9.341330e+01 1.469808e+03 5.110865e+01 5.291948e+01
64 1.091161e-01 1.033737e+01 1.187820e+01 9.476354e+01 1.453991e+03 5.120285e+01 5.301303e+01
