# it strain shortening ε_f δT D θ θc
1 0.000000e+00 0.000000e+00 1.195905e+00 1.289000e+00 5.322622e+03 4.269307e+01 0.000000e+00
2 1.770244e-03 1.768678e-01 1.230919e+00 2.565031e+00 5.192065e+03 4.332175e+01 0.000000e+00
3 3.539646e-03 3.533389e-01 1.263096e+00 3.815156e+00 5.043324e+03 4.378452e+01 0.000000e+00
4 5.308184e-03 5.294120e-01 1.296678e+00 5.040396e+00 4.898256e+03 4.415562e+01 0.000000e+00
5 7.075837e-03 7.050863e-01 1.332300e+00 6.242373e+00 4.749713e+03 4.447785e+01 0.000000e+00
6 8.842586e-03 8.803605e-01 1.369622e+00 7.417640e+00 4.607510e+03 4.479670e+01 0.000000e+00
7 1.060841e-02 1.055234e+00 1.408378e+00 8.562082e+00 4.475345e+03 4.503277e+01 0.000000e+00
8 1.237328e-02 1.229705e+00 1.451285e+00 9.694606e+00 4.338878e+03 4.533091e+01 0.000000e+00
9 1.413719e-02 1.403773e+00 1.494471e+00 1.078420e+01 4.209848e+03 4.554487e+01 0.000000e+00
10 1.590012e-02 1.577438e+00 1.540502e+00 1.184835e+01 4.081803e+03 4.577395e+01 0.000000e+00
11 1.766203e-02 1.750697e+00 1.587762e+00 1.287754e+01 3.953359e+03 4.600730e+01 0.000000e+00
12 1.942292e-02 1.923551e+00 1.635819e+00 1.385974e+01 3.842397e+03 4.617755e+01 0.000000e+00
13 2.118276e-02 2.095998e+00 1.729701e+00 1.523265e+01 3.599746e+03 4.737391e+01 0.000000e+00
14 2.294153e-02 2.268037e+00 1.828711e+00 1.659931e+01 3.420496e+03 4.828418e+01 0.000000e+00
