# it strain shortening ε_f δT D θ θc
1 0.000000e+00 0.000000e+00 1.597470e+00 0.000000e+00 4.995896e+03 4.595803e+01 4.574018e+01
2 1.770244e-03 1.768678e-01 1.658559e+00 1.991279e+00 4.883873e+03 4.605940e+01 4.584156e+01
3 3.539646e-03 3.533389e-01 1.719546e+00 3.927294e+00 4.741629e+03 4.616070e+01 4.594287e+01
4 5.308184e-03 5.294120e-01 1.783576e+00 5.820192e+00 4.595278e+03 4.626194e+01 4.604413e+01
5 7.075837e-03 7.050863e-01 1.850742e+00 7.668268e+00 4.449366e+03 4.636311e+01 4.614532e+01
6 8.842586e-03 8.803605e-01 1.921173e+00 9.473675e+00 4.306117e+03 4.646422e+01 4.624644e+01
7 1.060841e-02 1.055234e+00 1.995047e+00 1.123832e+01 4.167032e+03 4.656525e+01 4.634750e+01
8 1.237328e-02 1.229705e+00 2.072565e+00 1.296390e+01 4.032826e+03 4.666621e+01 4.644848e+01
9 1.413719e-02 1.403773e+00 2.153979e+00 1.465193e+01 3.903545e+03 4.676709e+01 4.654938e+01
10 1.590012e-02 1.577438e+00 2.239566e+00 1.630380e+01 3.779188e+03 4.686790e+01 4.665021e+01
11 1.766203e-02 1.750697e+00 2.329651e+00 1.792072e+01 3.659641e+03 4.696862e+01 4.675096e+01
12 1.942292e-02 1.923551e+00 2.424850e+00 1.955908e+01 3.543324e+03 4.706926e+01 4.685163e+01
13 2.118276e-02 2.095998e+00 2.525103e+00 2.122912e+01 3.432701e+03 4.716982e+01 4.695221e+01
14 2.294153e-02 2.268037e+00 2.629165e+00 2.290636e+01 3.331206e+03 4.727029e+01 4.705271e+01
15 2.469921e-02 2.439668e+00 2.736782e+00 2.457416e+01 3.236844e+03 4.737066e+01 4.715312e+01
16 2.645579e-02 2.610890e+00 2.849720e+00 2.623231e+01 3.146283e+03 4.747095e+01 4.725344e+01
17 2.821124e-02 2.781702e+00 2.968701e+00 2.788209e+01 3.058687e+03 4.757114e+01 4.735366e+01
18 2.996555e-02 2.952103e+00 3.123704e+00 2.952496e+01 2.920394e+03 4.448876e+01 4.610087e+01
19 3.171869e-02 3.122092e+00 3.257012e+00 3.116234e+01 2.840722e+03 4.458919e+01 4.620135e+01
20 3.347064e-02 3.291670e+00 3.396997e+00 3.280047e+01 2.764088e+03 4.468957e+01 4.676203e+01
21 3.522139e-02 3.460834e+00 3.541391e+00 3.446221e+01 2.689621e+03 4.478987e+01 4.686237e+01
22 3.697092e-02 3.629584e+00 3.689870e+00 3.614683e+01 2.619994e+03 4.489011e+01 4.742264e+01
23 3.871921e-02 3.797920e+00 3.843166e+00 3.783205e+01 2.553333e+03 4.499028e+01 4.752282e+01
24 4.046623e-02 3.965841e+00 4.004508e+00 3.951675e+01 2.523894e+03 4.826964e+01 4.805243e+01
25 4.221198e-02 4.133346e+00 4.185804e+00 4.120088e+01 2.456303e+03 4.836899e+01 4.815183e+01
26 4.395643e-02 4.300435e+00 4.379041e+00 4.288553e+01 2.388488e+03 4.846823e+01 4.825111e+01
27 4.569957e-02 4.467107e+00 4.582292e+00 4.457194e+01 2.324468e+03 4.856735e+01 4.878442e+01
28 4.744137e-02 4.633362e+00 4.795925e+00 4.631315e+01 2.259534e+03 4.866635e+01 4.888338e+01
29 4.918182e-02 4.799198e+00 4.852718e+00 4.801183e+01 2.224227e+03 4.902386e+01 4.882677e+01
30 5.092090e-02 4.964616e+00 5.082962e+00 4.976781e+01 2.161837e+03 4.912249e+01 4.892546e+01
31 5.265859e-02 5.129615e+00 5.327350e+00 5.152455e+01 2.100082e+03 4.922100e+01 4.902401e+01
