# it strain shortening ε_f δT D θ θc
1 0.000000e+00 0.000000e+00 1.231226e+00 5.684342e-14 7.167821e+03 4.198194e+01 4.516437e+01
2 1.770244e-03 1.768678e-01 1.268330e+00 1.413206e+00 7.030419e+03 4.265533e+01 4.523268e+01
3 3.539646e-03 3.533389e-01 1.304355e+00 2.679525e+00 6.823475e+03 4.312175e+01 4.515125e+01
4 5.308184e-03 5.294120e-01 1.341226e+00 3.989834e+00 6.633634e+03 4.350514e+01 4.510739e+01
5 7.075837e-03 7.050863e-01 1.381515e+00 5.287699e+00 6.444541e+03 4.389468e+01 4.507504e+01
6 8.842586e-03 8.803605e-01 1.422333e+00 6.560171e+00 6.237062e+03 4.421961e+01 4.525568e+01
7 1.060841e-02 1.055234e+00 1.466124e+00 7.819744e+00 6.006023e+03 4.453243e+01 4.569957e+01
8 1.237328e-02 1.229705e+00 1.542356e+00 9.280674e+00 5.781191e+03 4.645078e+01 4.572448e+01
9 1.413719e-02 1.403773e+00 1.616228e+00 1.071899e+01 5.470438e+03 4.758706e+01 4.585508e+01
10 1.590012e-02 1.577438e+00 1.682131e+00 1.207448e+01 5.166531e+03 4.826282e+01 4.573456e+01
11 1.766203e-02 1.750697e+00 1.750592e+00 1.346344e+01 4.943341e+03 4.889864e+01 4.603698e+01
12 1.942292e-02 1.923551e+00 1.809306e+00 1.475444e+01 4.776240e+03 4.917043e+01 4.602417e+01
13 2.118276e-02 2.095998e+00 1.877244e+00 1.609805e+01 4.608501e+03 4.936172e+01 4.629584e+01
14 2.294153e-02 2.268037e+00 1.942570e+00 1.741749e+01 4.457637e+03 4.940433e+01 4.628857e+01
15 2.469921e-02 2.439668e+00 2.008774e+00 1.871387e+01 4.326450e+03 4.911975e+01 4.638613e+01
16 2.645579e-02 2.610890e+00 2.646096e+00 2.552413e+01 3.320548e+03 4.333824e+01 4.635473e+01
17 2.821124e-02 2.781702e+00 2.785102e+00 2.740072e+01 3.189723e+03 4.317778e+01 4.739840e+01
18 2.996555e-02 2.952103e+00 2.944973e+00 2.930451e+01 3.055577e+03 4.369051e+01 4.637666e+01
19 3.171869e-02 3.122092e+00 3.094391e+00 3.106942e+01 2.950469e+03 4.387526e+01 4.680339e+01
20 3.347064e-02 3.291670e+00 3.284664e+00 3.288153e+01 2.833540e+03 4.423402e+01 4.692485e+01
21 3.522139e-02 3.460834e+00 3.426913e+00 3.451873e+01 2.752655e+03 4.420436e+01 4.712753e+01
22 3.697092e-02 3.629584e+00 3.600723e+00 3.613811e+01 2.662394e+03 4.475564e+01 4.740863e+01
23 3.871921e-02 3.797920e+00 3.800252e+00 3.784599e+01 2.580079e+03 4.478675e+01 4.786028e+01
24 4.046623e-02 3.965841e+00 3.969941e+00 3.951102e+01 2.509448e+03 4.488921e+01 4.792184e+01
25 4.221198e-02 4.133346e+00 4.224661e+00 4.128767e+01 2.429890e+03 4.526669e+01 4.823409e+01
26 4.395643e-02 4.300435e+00 4.418606e+00 4.261229e+01 2.353834e+03 4.538655e+01 4.848092e+01
27 4.569957e-02 4.467107e+00 4.621818e+00 4.431205e+01 2.287976e+03 4.547066e+01 4.861541e+01
28 4.744137e-02 4.633362e+00 4.859719e+00 4.563005e+01 2.215050e+03 4.569263e+01 4.901443e+01
29 4.918182e-02 4.799198e+00 5.057202e+00 4.764100e+01 2.162591e+03 4.605340e+01 4.931724e+01
30 5.092090e-02 4.964616e+00 5.290659e+00 4.929934e+01 2.102889e+03 4.647289e+01 4.965479e+01
31 5.265859e-02 5.129615e+00 5.572022e+00 5.069563e+01 2.036962e+03 4.665414e+01 4.981703e+01
32 5.439488e-02 5.294194e+00 5.830170e+00 5.242379e+01 1.980361e+03 4.667497e+01 5.041702e+01
33 5.612975e-02 5.458354e+00 6.110754e+00 5.413384e+01 1.923260e+03 4.692716e+01 5.031869e+01
34 5.786317e-02 5.622093e+00 6.509471e+00 5.560271e+01 1.860632e+03 4.732012e+01 4.977464e+01
