# it strain shortening ε_f δT D θ θc
1 0.000000e+00 0.000000e+00 1.446265e+00 5.684342e-14 6.190825e+03 4.500000e+01 4.486427e+01
2 1.770244e-03 1.768678e-01 1.494742e+00 1.714320e+00 5.993083e+03 4.510143e+01 4.496570e+01
3 3.539646e-03 3.533389e-01 1.542118e+00 3.396955e+00 5.745061e+03 4.520281e+01 4.506708e+01
4 5.308184e-03 5.294120e-01 1.591630e+00 5.045551e+00 5.511631e+03 4.530413e+01 4.516841e+01
5 7.075837e-03 7.050863e-01 1.643446e+00 6.661556e+00 5.292049e+03 4.540540e+01 4.526968e+01
6 8.842586e-03 8.803605e-01 1.697738e+00 8.246201e+00 5.085770e+03 4.550662e+01 4.537090e+01
7 1.060841e-02 1.055234e+00 1.754696e+00 9.800541e+00 4.891964e+03 4.560777e+01 4.547206e+01
8 1.237328e-02 1.229705e+00 1.814521e+00 1.132547e+01 4.714876e+03 4.570886e+01 4.584457e+01
9 1.413719e-02 1.403773e+00 1.877421e+00 1.282174e+01 4.544024e+03 4.580989e+01 4.594559e+01
10 1.590012e-02 1.577438e+00 1.943614e+00 1.428994e+01 4.382775e+03 4.591086e+01 4.604655e+01
11 1.766203e-02 1.750697e+00 2.013339e+00 1.573054e+01 4.230270e+03 4.601175e+01 4.614743e+01
12 1.942292e-02 1.923551e+00 2.086882e+00 1.714387e+01 4.085287e+03 4.611257e+01 4.624825e+01
13 2.118276e-02 2.095998e+00 2.164377e+00 1.859641e+01 3.948367e+03 4.621332e+01 4.634898e+01
14 2.294153e-02 2.268037e+00 2.245882e+00 2.011225e+01 3.820136e+03 4.631399e+01 4.644965e+01
15 2.469921e-02 2.439668e+00 2.331673e+00 2.162350e+01 3.699514e+03 4.641459e+01 4.655023e+01
16 2.645579e-02 2.610890e+00 2.422182e+00 2.313200e+01 3.584843e+03 4.651510e+01 4.665073e+01
17 2.821124e-02 2.781702e+00 2.517668e+00 2.464043e+01 3.475199e+03 4.661553e+01 4.675115e+01
18 2.996555e-02 2.952103e+00 2.618471e+00 2.614965e+01 3.372720e+03 4.671587e+01 4.712268e+01
19 3.171869e-02 3.122092e+00 2.724908e+00 2.766059e+01 3.271560e+03 4.681613e+01 4.722289e+01
20 3.347064e-02 3.291670e+00 2.837269e+00 2.917444e+01 3.174253e+03 4.691630e+01 4.732301e+01
21 3.522139e-02 3.460834e+00 2.955756e+00 3.073897e+01 3.081346e+03 4.701637e+01 4.742304e+01
22 3.697092e-02 3.629584e+00 3.080410e+00 3.231115e+01 2.992794e+03 4.711635e+01 4.752297e+01
23 3.871921e-02 3.797920e+00 3.211736e+00 3.388896e+01 2.908910e+03 4.721623e+01 4.789382e+01
24 4.046623e-02 3.965841e+00 3.350432e+00 3.547082e+01 2.827520e+03 4.731602e+01 4.799351e+01
25 4.221198e-02 4.133346e+00 3.496991e+00 3.706026e+01 2.748925e+03 4.741570e+01 4.809309e+01
26 4.395643e-02 4.300435e+00 3.651651e+00 3.865744e+01 2.672474e+03 4.751528e+01 4.846344e+01
27 4.569957e-02 4.467107e+00 3.814815e+00 4.027042e+01 2.598750e+03 4.761475e+01 4.856277e+01
28 4.744137e-02 4.633362e+00 3.985862e+00 4.193519e+01 2.527481e+03 4.771412e+01 4.866198e+01
29 4.918182e-02 4.799198e+00 4.164878e+00 4.360764e+01 2.459011e+03 4.781338e+01 4.876108e+01
30 5.092090e-02 4.964616e+00 4.353159e+00 4.528563e+01 2.391771e+03 4.791252e+01 4.913072e+01
31 5.265859e-02 5.129615e+00 4.551648e+00 4.697016e+01 2.327118e+03 4.801155e+01 4.922953e+01
32 5.439488e-02 5.294194e+00 4.760457e+00 4.866352e+01 2.264322e+03 4.811047e+01 4.932822e+01
33 5.612975e-02 5.458354e+00 4.980474e+00 5.038615e+01 2.202761e+03 4.820926e+01 4.969723e+01
34 5.786317e-02 5.622093e+00 5.210847e+00 5.215702e+01 2.144334e+03 4.830794e+01 4.979561e+01
35 5.959514e-02 5.785411e+00 5.452449e+00 5.393717e+01 2.087156e+03 4.840649e+01 5.016414e+01
36 6.132563e-02 5.948307e+00 5.706726e+00 5.571982e+01 2.032703e+03 4.850492e+01 5.026220e+01
37 6.305464e-02 6.110782e+00 5.972619e+00 5.750238e+01 1.980232e+03 4.860323e+01 5.036013e+01
38 6.478213e-02 6.272835e+00 6.247969e+00 5.928426e+01 1.929626e+03 4.870140e+01 5.045792e+01
39 6.650810e-02 6.434466e+00 6.532542e+00 6.111573e+01 1.880743e+03 4.879945e+01 5.055557e+01
40 6.823253e-02 6.595674e+00 6.825698e+00 6.294164e+01 1.834094e+03 4.889736e+01 5.065308e+01
41 6.995540e-02 6.756459e+00 7.127675e+00 6.475743e+01 1.789572e+03 4.899514e+01 5.075044e+01
42 7.167669e-02 6.916821e+00 7.438288e+00 6.655848e+01 1.746661e+03 4.909278e+01 5.084766e+01
43 7.339640e-02 7.076759e+00 7.756998e+00 6.834836e+01 1.705786e+03 4.919028e+01 5.094473e+01
44 7.511450e-02 7.236274e+00 8.082572e+00 7.018102e+01 1.666788e+03 4.928765e+01 5.104165e+01
45 7.683098e-02 7.395364e+00 8.412845e+00 7.200351e+01 1.629781e+03 4.938487e+01 5.113842e+01
46 7.854582e-02 7.554030e+00 8.745394e+00 7.379952e+01 1.594926e+03 4.948195e+01 5.123503e+01
47 8.025901e-02 7.712272e+00 9.079738e+00 7.556306e+01 1.561597e+03 4.957888e+01 5.160092e+01
48 8.197054e-02 7.870090e+00 9.413979e+00 7.728542e+01 1.530937e+03 4.967567e+01 5.169715e+01
49 8.368038e-02 8.027482e+00 9.745724e+00 7.901633e+01 1.501909e+03 4.977231e+01 5.179322e+01
50 8.538852e-02 8.184450e+00 1.007099e+01 8.072868e+01 1.474445e+03 4.986879e+01 5.188913e+01
51 8.709494e-02 8.340993e+00 1.039007e+01 8.241208e+01 1.448906e+03 4.996513e+01 5.198487e+01
52 8.879964e-02 8.497111e+00 1.070215e+01 8.405150e+01 1.425223e+03 5.006131e+01 5.208045e+01
53 9.050260e-02 8.652804e+00 1.101370e+01 8.563797e+01 1.402826e+03 5.015733e+01 5.244474e+01
54 9.220380e-02 8.808072e+00 1.131795e+01 8.721277e+01 1.382417e+03 5.025320e+01 5.253990e+01
55 9.390323e-02 8.962915e+00 1.160680e+01 8.872644e+01 1.363453e+03 5.034891e+01 5.263490e+01
56 9.560088e-02 9.117332e+00 1.188157e+01 9.018576e+01 1.345958e+03 5.044445e+01 5.272972e+01
57 9.729672e-02 9.271325e+00 1.213773e+01 9.157496e+01 1.330160e+03 5.053984e+01 5.282437e+01
58 9.899076e-02 9.424892e+00 1.237718e+01 9.291524e+01 1.316065e+03 5.063506e+01 5.291884e+01
59 1.006830e-01 9.578034e+00 1.259965e+01 9.427596e+01 1.302963e+03 5.073011e+01 5.301313e+01
60 1.023733e-01 9.730752e+00 1.279652e+01 9.555769e+01 1.291172e+03 5.082500e+01 5.310725e+01
61 1.040618e-01 9.883044e+00 1.297656e+01 9.680642e+01 1.280805e+03 5.091972e+01 5.320118e+01
62 1.057485e-01 1.003491e+01 1.316053e+01 9.802331e+01 1.271307e+03 5.101427e+01 5.356292e+01
